Ftorid-DK-68-CeF3-N5-l_10-T-Scan_200-3300_2x5mm-11-12-17-Step_0_5-SBW_1_0,,
Wavelength (nm),Abs,
2841.5,0.9775514232,
2841.0,0.9736845489,
2840.5,0.9701208568,
2840.0,0.9661932933,
2839.5,0.9624094741,
2839.0,0.9587781395,
2838.5,0.9547318972,
2838.0,0.9512501815,
2837.5,0.9474162390,
2837.0,0.9438498360,
2836.5,0.9398403089,
2836.0,0.9362033598,
2835.5,0.9327931979,
2835.0,0.9289627772,
2834.5,0.9254070862,
2834.0,0.9218994386,
2833.5,0.9182975449,
2833.0,0.9147146601,
2832.5,0.9109722705,
2832.0,0.9073673141,
2831.5,0.9039678988,
2831.0,0.9004039499,
2830.5,0.8970426147,
2830.0,0.8937644934,
2829.5,0.8903461266,
2829.0,0.8869330346,
2828.5,0.8837188454,
2828.0,0.8801677997,
2827.5,0.8768164986,
2827.0,0.8732856416,
2826.5,0.8701292502,
2826.0,0.8669029798,
2825.5,0.8633201329,
2825.0,0.8602024298,
2824.5,0.8569631328,
2824.0,0.8539337698,
2823.5,0.8507454812,
2823.0,0.8471528550,
2822.5,0.8440366301,
2822.0,0.8404957819,
2821.5,0.8373598020,
2821.0,0.8339021985,
2820.5,0.8308066815,
2820.0,0.8274482281,
2819.5,0.8240998561,
2819.0,0.8207158103,
2818.5,0.8173626076,
2818.0,0.8146150624,
2817.5,0.8113532792,
2817.0,0.8083121129,
2816.5,0.8052975176,
2816.0,0.8020975458,
2815.5,0.7988663451,
2815.0,0.7957675315,
2814.5,0.7927160355,
2814.0,0.7897170164,
2813.5,0.7864853235,
2813.0,0.7836686403,
2812.5,0.7805132603,
2812.0,0.7774743693,
2811.5,0.7743838141,
2811.0,0.7716565309,
2810.5,0.7685206154,
2810.0,0.7654245080,
2809.5,0.7625808506,
2809.0,0.7594173428,
2808.5,0.7566460621,
2808.0,0.7535848878,
2807.5,0.7506947868,
2807.0,0.7478052523,
2806.5,0.7448943938,
2806.0,0.7421205989,
2805.5,0.7388108040,
2805.0,0.7358502874,
2804.5,0.7328971421,
2804.0,0.7298653382,
2803.5,0.7268394487,
2803.0,0.7235563936,
2802.5,0.7206256233,
2802.0,0.7175738473,
2801.5,0.7148238310,
2801.0,0.7119428032,
2800.5,0.7092378567,
2800.0,0.7066524191,
2799.5,0.7035337600,
2799.0,0.7012168687,
2798.5,0.6984976043,
2798.0,0.6958965405,
2797.5,0.6931882537,
2797.0,0.6902962293,
2796.5,0.6876952512,
2796.0,0.6848558937,
2795.5,0.6822845285,
2795.0,0.6798093736,
2794.5,0.6770559511,
2794.0,0.6743649578,
2793.5,0.6722838328,
2793.0,0.6694114256,
2792.5,0.6669521475,
2792.0,0.6644998306,
2791.5,0.6620636421,
2791.0,0.6597716959,
2790.5,0.6571341142,
2790.0,0.6547022376,
2789.5,0.6522946898,
2789.0,0.6493443285,
2788.5,0.6469084260,
2788.0,0.6440934344,
2787.5,0.6411274192,
2787.0,0.6386463796,
2786.5,0.6352895970,
2786.0,0.6328230254,
2785.5,0.6303981115,
2785.0,0.6275529577,
2784.5,0.6251494538,
2784.0,0.6225427303,
2783.5,0.6199799078,
2783.0,0.6177040130,
2782.5,0.6150114882,
2782.0,0.6125400819,
2781.5,0.6102652280,
2781.0,0.6074849733,
2780.5,0.6051625191,
2780.0,0.6027456781,
2779.5,0.6001908197,
2779.0,0.5981615612,
2778.5,0.5955846129,
2778.0,0.5932087557,
2777.5,0.5912629462,
2777.0,0.5883532419,
2776.5,0.5865195140,
2776.0,0.5842209047,
2775.5,0.5820221579,
2775.0,0.5800128005,
2774.5,0.5777905191,
2774.0,0.5757571240,
