Baseline 100%T,,
Wavelength (nm),%T,
2667,107.1693268,
2666.5,106.840538,
2666,106.4325943,
2665.5,106.0611343,
2665,105.6492233,
2664.5,105.2204514,
2664,105.0283813,
2663.5,104.7804489,
2663,104.5361481,
2662.5,104.1916962,
2662,103.8817062,
2661.5,103.5486069,
2661,103.1507263,
2660.5,102.8500214,
2660,102.5644989,
2659.5,102.3730621,
2659,102.1415329,
2658.5,101.8914795,
2658,101.6985931,
2657.5,101.5627518,
2657,101.3722153,
2656.5,101.1731033,
2656,101.0740051,
2655.5,100.9000626,
2655,100.8452148,
2654.5,100.7889252,
2654,100.6929855,
2653.5,100.6733627,
2653,100.590004,
2652.5,100.5193329,
2652,100.5103455,
2651.5,100.4341965,
2651,100.4287109,
2650.5,100.3861542,
2650,100.3315582,
2649.5,100.319603,
2649,100.279747,
2648.5,100.2484207,
2648,100.2103577,
2647.5,100.1317368,
2647,100.1252441,
2646.5,100.0997314,
2646,100.0759583,
2645.5,100.0589828,
2645,99.99375153,
2644.5,99.93662262,
2644,99.95361328,
2643.5,99.92299652,
2643,99.94911194,
2642.5,99.90831757,
2642,99.84208679,
2641.5,99.84069824,
2641,99.82071686,
2640.5,99.80976868,
2640,99.81943512,
2639.5,99.7725296,
2639,99.78674316,
2638.5,99.76192474,
2638,99.70527649,
2637.5,99.78247833,
2637,99.74704742,
2636.5,99.79563141,
2636,99.78873444,
2635.5,99.78664398,
2635,99.82485199,
2634.5,99.88816071,
2634,99.88859558,
2633.5,100.005806,
2633,99.97924805,
2632.5,100.0913162,
2632,100.1760635,
2631.5,100.2172699,
2631,100.2637634,
2630.5,100.251091,
2630,100.2448654,
2629.5,100.2905502,
2629,100.2715836,
2628.5,100.2989655,
2628,100.3017654,
2627.5,100.2692947,
2627,100.2610092,
2626.5,100.1981964,
2626,100.1779404,
2625.5,100.2315292,
2625,100.2266617,
2624.5,100.2804642,
2624,100.2861938,
2623.5,100.2463684,
2623,100.3158417,
2622.5,100.3048859,
2622,100.3119202,
2621.5,100.3003693,
2621,100.2290497,
2620.5,100.2403259,
2620,100.2322693,
2619.5,100.2550125,
2619,100.34095,
2618.5,100.3447571,
2618,100.3603821,
2617.5,100.3437653,
2617,100.3130341,
2616.5,100.3464203,
2616,100.3242874,
2615.5,100.3285065,
2615,100.3788376,
2614.5,100.3556213,
2614,100.3550034,
2613.5,100.3284683,
2613,100.2677765,
2612.5,100.2787018,
2612,100.248909,
2611.5,100.2229919,
2611,100.2407761,
2610.5,100.2052536,
2610,100.2501221,
2609.5,100.2595901,
2609,100.2321854,
2608.5,100.3044128,
2608,100.3007202,
2607.5,100.2726288,
2607,100.2493134,
2606.5,100.2082443,
2606,100.2374496,
2605.5,100.2021942,
2605,100.1477356,
2604.5,100.150322,
2604,100.0918961,
2603.5,100.093399,
2603,100.088295,
2602.5,100.0522995,
2602,100.1059875,
2601.5,100.1220093,
2601,100.1221924,
2600.5,100.1454239,
2600,100.1146545,
2599.5,100.1066208,
2599,100.0898514,
2598.5,100.0501022,
2598,100.0613785,
2597.5,100.0161514,
2597,99.97160339,
2596.5,99.97208405,
2596,99.90745544,
2595.5,99.87320709,
2595,99.86846161,
2594.5,99.82434845,
2594,99.86133575,
2593.5,99.87059021,
2593,99.89636993,
2592.5,99.95728302,
2592,99.92520142,
2591.5,99.93372345,
2591,99.9353714,
2590.5,99.89060974,
2590,99.91217804,
2589.5,99.86157227,
2589,99.80843353,
2588.5,99.81106567,
2588,99.7315979,
2587.5,99.69955444,
2587,99.67491913,
2586.5,99.62549591,
2586,99.64584351,
2585.5,99.58789825,
2585,99.58956146,
2584.5,99.58094025,
2584,99.53112793,
2583.5,99.5205307,
2583,99.52518463,
2582.5,99.4810791,
2582,99.483284,
2581.5,99.42279816,
2581,99.38902283,
2580.5,99.36769867,
2580,99.36309814,
2579.5,99.36108398,
2579,99.31932068,
2578.5,99.26927185,
2578,99.27960205,
2577.5,99.22634888,
2577,99.20187378,
2576.5,99.16862488,
2576,99.10696411,
2575.5,99.1134491,
2575,99.11593628,
2574.5,99.0933075,
2574,99.10709381,
2573.5,99.03889465,
2573,99.03128052,
2572.5,99.02334595,
2572,99.02658081,
2571.5,99.06023407,
2571,99.03340912,
2570.5,99.021492,
2570,99.03526306,
2569.5,98.94940186,
2569,98.94360352,
2568.5,98.92907715,
2568,98.91416168,
2567.5,98.96942902,
2567,98.97646332,
2566.5,99.00481415,
2566,99.00952148,
2565.5,98.9401474,
2565,98.95259857,
2564.5,98.95201111,
2564,98.96046448,
2563.5,99.01482391,
2563,98.95502472,
2562.5,98.89080048,
2562,98.88103485,
2561.5,98.82764435,
2561,98.85675049,
2560.5,98.8197403,
2560,98.83947754,
2559.5,98.78585052,
2559,98.70930481,
2558.5,98.74546814,
2558,98.69081116,
2557.5,98.65963745,
2557,98.65727997,
2556.5,98.62081146,
2556,98.59458923,
2555.5,98.61013031,
2555,98.55352783,
2554.5,98.56993103,
2554,98.54586792,
2553.5,98.54492188,
2553,98.57398224,
2552.5,98.51509094,
2552,98.54217529,
2551.5,98.55721283,
2551,98.52315521,
2550.5,98.55527496,
2550,98.52929688,
2549.5,98.51507568,
2549,98.54019165,
2548.5,98.496521,
2548,98.50241852,
2547.5,98.49671173,
2547,98.49196625,
2546.5,98.52936554,
2546,98.53007507,
2545.5,98.51113129,
2545,98.51564789,
2544.5,98.46720886,
2544,98.46607208,
2543.5,98.48075104,
2543,98.41938019,
2542.5,98.46793365,
2542,98.42688751,
2541.5,98.39182281,
2541,98.40992737,
2540.5,98.40535736,
2540,98.40249634,
2539.5,98.41104889,
2539,98.36232758,
2538.5,98.3765564,
2538,98.33976746,
2537.5,98.36053467,
2537,98.35155487,
2536.5,98.31806946,
2536,98.32377625,
2535.5,98.3134613,
2535,98.3319397,
2534.5,98.36698914,
2534,98.33768463,
2533.5,98.34851074,
2533,98.32491302,
2532.5,98.31159973,
2532,98.35028839,
2531.5,98.31851959,
2531,98.2999115,
2530.5,98.30438232,
2530,98.27742004,
2529.5,98.29296112,
2529,98.28450775,
2528.5,98.23830414,
2528,98.24184418,
2527.5,98.21117401,
2527,98.22514343,
2526.5,98.25975037,
2526,98.22108459,
2525.5,98.22794342,
2525,98.1876297,
2524.5,98.1807785,
2524,98.21502686,
2523.5,98.17441559,
2523,98.16117096,
2522.5,98.17541504,
2522,98.15369415,
2521.5,98.18012238,
2521,98.17957306,
2520.5,98.15399933,
2520,98.15427399,
2519.5,98.10527039,
2519,98.12787628,
2518.5,98.16364288,
2518,98.1121521,
2517.5,98.11793518,
2517,98.11239624,
2516.5,98.10585022,
2516,98.16270447,
2515.5,98.11165619,
2515,98.10147095,
2514.5,98.11656189,
2514,98.08171844,
2513.5,98.12601471,
2513,98.12249756,
2512.5,98.09521484,
2512,98.09940338,
2511.5,98.05206299,
2511,98.06046295,
2510.5,98.06825256,
2510,98.03132629,
2509.5,98.05192566,
2509,98.02589417,
2508.5,98.01255798,
2508,98.0460434,
2507.5,98.0070343,
2507,98.01795197,
2506.5,98.0117569,
2506,97.98990631,
2505.5,98.03239441,
2505,98.02723694,
2504.5,97.99809265,
2504,98.0059433,
2503.5,97.9591217,
2503,97.99430847,
2502.5,98.00675201,
2502,97.96484375,
2501.5,97.96598816,
2501,97.92536163,
2500.5,97.9278183,
2500,97.96595764,
2499.5,97.94034576,
2499,97.94251251,
2498.5,97.91843414,
2498,97.90686035,
2497.5,97.94805145,
2497,97.93464661,
2496.5,97.92948151,
2496,97.94165802,
2495.5,97.90139771,
2495,97.95631409,
2494.5,97.94203949,
2494,97.91238403,
2493.5,97.94639587,
2493,97.89465332,
2492.5,97.91954041,
2492,97.92358398,
2491.5,97.88453674,
2491,97.87973785,
2490.5,97.88305664,
2490,97.8742218,
2489.5,97.90810394,
2489,97.85806274,
2488.5,97.8655014,
2488,97.88075256,
2487.5,97.86525726,
2487,97.89598846,
2486.5,97.87815857,
2486,97.86496735,
2485.5,97.88845062,
2485,97.86080933,
2484.5,97.8830719,
2484,97.89455414,
2483.5,97.84968567,
2483,97.87231445,
2482.5,97.85784149,
2482,97.82791901,
2481.5,97.84680939,
2481,97.82713318,
2480.5,97.8288269,
2480,97.83996582,
2479.5,97.8073349,
2479,97.84290314,
2478.5,97.81967163,
2478,97.82487488,
2477.5,97.85961914,
2477,97.83356476,
2476.5,97.85310364,
2476,97.86799622,
2475.5,97.82527161,
2475,97.84379578,
2474.5,97.84476471,
2474,97.85659027,
2473.5,97.88974762,
2473,97.82911682,
2472.5,97.82357025,
2472,97.83886719,
2471.5,97.8319931,
2471,97.84793091,
2470.5,97.83036041,
2470,97.82950592,
2469.5,97.85695648,
2469,97.8368988,
2468.5,97.85127258,
2468,97.85103607,
2467.5,97.82624817,
2467,97.87995148,
2466.5,97.86656952,
2466,97.85746002,
2465.5,97.88317108,
2465,97.84951782,
2464.5,97.8916626,
2464,97.87527466,
2463.5,97.84294128,
2463,97.88178253,
2462.5,97.8441391,
2462,97.8592453,
2461.5,97.85191345,
2461,97.8263855,
2460.5,97.8574295,
2460,97.83322144,
2459.5,97.84315491,
2459,97.85784149,
2458.5,97.83398438,
2458,97.84378052,
2457.5,97.83905029,
2457,97.8102951,
2456.5,97.84505463,
2456,97.80729675,
2455.5,97.81121826,
2455,97.80937958,
2454.5,97.77182007,
2454,97.79206085,
2453.5,97.78479004,
2453,97.7472229,
2452.5,97.78236389,
2452,97.74253082,
2451.5,97.74822235,
2451,97.76073456,
2450.5,97.71346283,
2450,97.7454834,
2449.5,97.72667694,
2449,97.73135376,
2448.5,97.74726868,
2448,97.71012878,
2447.5,97.73860168,
2447,97.72502136,
2446.5,97.68444061,
2446,97.7150116,
2445.5,97.67411804,
2445,97.68312836,
2444.5,97.68099213,
2444,97.63594055,
2443.5,97.65866852,
2443,97.63228607,
2442.5,97.61489868,
2442,97.63912964,
2441.5,97.60757446,
2441,97.63795471,
2440.5,97.63742828,
2440,97.60929871,
2439.5,97.64686584,
2439,97.63457489,
2438.5,97.6450119,
2438,97.66833496,
2437.5,97.62493896,
2437,97.62453461,
2436.5,97.62115479,
2436,97.58469391,
2435.5,97.6210556,
2435,97.59279633,
2434.5,97.58519745,
2434,97.60740662,
2433.5,97.569664,
2433,97.58808136,
2432.5,97.58245087,
2432,97.57534027,
2431.5,97.62133026,
2431,97.58614349,
2430.5,97.57782745,
2430,97.59931946,
2429.5,97.59589386,
2429,97.61528778,
2428.5,97.59043121,
2428,97.57538605,
2427.5,97.6023941,
2427,97.57032013,
2426.5,97.56917572,
2426,97.56653595,
2425.5,97.54515076,
2425,97.57911682,
2424.5,97.56680298,
2424,97.57481384,
2423.5,97.56828308,
2423,97.57761383,
2422.5,97.5870285,
2422,97.5931015,
2421.5,97.58824158,
2421,97.59550476,
2420.5,97.59712982,
2420,97.58428955,
2419.5,97.61128998,
2419,97.566185,
2418.5,97.58420563,
2418,97.57260132,
2417.5,97.55628967,
2417,97.58577728,
2416.5,97.55509186,
2416,97.5647583,
2415.5,97.56639099,
2415,97.54733276,
2414.5,97.58969879,
2414,97.59005737,
2413.5,97.58945465,
2413,97.61453247,
2412.5,97.57705688,
2412,97.59599304,
2411.5,97.60263824,
2411,97.56296539,
2410.5,97.61045837,
2410,97.57452393,
2409.5,97.58473206,
2409,97.60855865,
2408.5,97.55973816,
2408,97.5594635,
2407.5,97.58190918,
2407,97.59059143,
2406.5,97.60787201,
2406,97.58487701,
2405.5,97.58676147,
2405,97.62903595,
2404.5,97.59018707,
2404,97.63632202,
2403.5,97.62303925,
2403,97.60476685,
2402.5,97.6474762,
2402,97.60140991,
2401.5,97.60256958,
2401,97.60140228,
2400.5,97.59418488,
2400,97.60032654,
2399.5,97.60791016,
2399,97.56958771,
2398.5,97.60398102,
2398,97.5753479,
2397.5,97.57896423,
2397,97.62438965,
2396.5,97.59198761,
2396,97.62378693,
2395.5,97.60523224,
2395,97.61653137,
2394.5,97.65127563,
2394,97.61978912,
2393.5,97.60988617,
2393,97.62804413,
2392.5,97.59687805,
2392,97.62068176,
2391.5,97.57905579,
2391,97.5592804,
2390.5,97.60044861,
2390,97.57171631,
2389.5,97.58766174,
2389,97.5870285,
2388.5,97.57309723,
2388,97.61582947,
2387.5,97.63044739,
2387,97.60514832,
2386.5,97.61961365,
2386,97.60558319,
2385.5,97.63217926,
2385,97.63967133,
2384.5,97.59650421,
2384,97.60079956,
2383.5,97.60853577,
2383,97.58394623,
2382.5,97.6026535,
2382,97.55236816,
2381.5,97.56034851,
2381,97.58688354,
2380.5,97.57288361,
2380,97.59062195,
2379.5,97.58898163,
2379,97.59051514,
2378.5,97.61342621,
2378,97.59609222,
2377.5,97.60583496,
2377,97.62970734,
2376.5,97.58918762,
2376,97.60506439,
2375.5,97.59970093,
2375,97.56027985,
2374.5,97.59336853,
2374,97.55892181,
2373.5,97.5541687,
2373,97.59980774,
2372.5,97.55245209,
2372,97.5627594,
2371.5,97.57596588,
2371,97.56163025,
2370.5,97.62250519,
2370,97.58841705,
2369.5,97.57388306,
2369,97.6056366,
2368.5,97.58789063,
2368,97.6140213,
2367.5,97.58142853,
2367,97.55677795,
2366.5,97.58828735,
2366,97.57886505,
2365.5,97.53703308,
2365,97.54318237,
2364.5,97.52024841,
2364,97.56706238,
2363.5,97.57449341,
2363,97.52261353,
2362.5,97.53672791,
2362,97.55957794,
2361.5,97.56465912,
2361,97.59416962,
2360.5,97.54650879,
2360,97.55467224,
2359.5,97.59599304,
2359,97.55255127,
2358.5,97.55930328,
2358,97.5348587,
2357.5,97.5296936,
2357,97.56642914,
2356.5,97.52770996,
2356,97.52141571,
2355.5,97.5535965,
2355,97.53274536,
2354.5,97.58254242,
2354,97.57498932,
2353.5,97.56702423,
2353,97.60009003,
2352.5,97.57479858,
2352,97.58505249,
2351.5,97.61032867,
2351,97.57223511,
2350.5,97.59529877,
2350,97.5942688,
2349.5,97.56991577,
2349,97.58039093,
2348.5,97.55247498,
2348,97.55457306,
2347.5,97.57631683,
2347,97.53694916,
2346.5,97.5247345,
2346,97.51064301,
2345.5,97.50035095,
2345,97.56313324,
2344.5,97.52404022,
2344,97.49154663,
2343.5,97.51857758,
2343,97.49051666,
2342.5,97.51035309,
2342,97.47640228,
2341.5,97.42063904,
2341,97.4699707,
2340.5,97.43432617,
2340,97.39953613,
2339.5,97.40680695,
2339,97.36833191,
2338.5,97.41724396,
2338,97.3979187,
2337.5,97.35243988,
2337,97.36695099,
2336.5,97.37360382,
2336,97.38578033,
2335.5,97.40357971,
2335,97.34418488,
2334.5,97.36610413,
2334,97.3733139,
2333.5,97.33761597,
2333,97.34738159,
2332.5,97.32402802,
2332,97.31943512,
2331.5,97.34999847,
2331,97.29980469,
2330.5,97.30003357,
2330,97.30613708,
2329.5,97.31614685,
2329,97.342659,
2328.5,97.31383514,
2328,97.30376434,
2327.5,97.36228943,
2327,97.31454468,
2326.5,97.34332275,
2326,97.33586121,
2325.5,97.31638336,
2325,97.34584045,
2324.5,97.30456543,
2324,97.28099823,
2323.5,97.31388092,
2323,97.29811096,
2322.5,97.31372833,
2322,97.31207275,
2321.5,97.28800964,
2321,97.32305908,
2320.5,97.29618073,
2320,97.31653595,
2319.5,97.34978485,
2319,97.30477905,
2318.5,97.33750916,
2318,97.3457489,
2317.5,97.30651093,
2317,97.34829712,
2316.5,97.34447479,
2316,97.328125,
2315.5,97.35050964,
2315,97.2882843,
2314.5,97.32898712,
2314,97.33768463,
2313.5,97.30841827,
2313,97.37327576,
2312.5,97.35277557,
2312,97.33148956,
2311.5,97.366539,
2311,97.32915497,
2310.5,97.37397766,
2310,97.37552643,
2309.5,97.33737946,
2309,97.36244202,
2308.5,97.3254776,
2308,97.32816315,
2307.5,97.35770416,
2307,97.30556488,
2306.5,97.32550812,
2306,97.3343277,
2305.5,97.2602005,
2305,97.3187561,
2304.5,97.29147339,
2304,97.29315948,
2303.5,97.31939697,
2303,97.26611328,
2302.5,97.26927948,
2302,97.29716492,
2301.5,97.23223114,
2301,97.27506256,
2300.5,97.22611237,
2300,97.20906067,
2299.5,97.22084045,
2299,97.19917297,
2298.5,97.20043182,
2298,97.202034,
2297.5,97.14672852,
2297,97.19998169,
2296.5,97.15250397,
2296,97.15386963,
2295.5,97.16776276,
2295,97.13217926,
2294.5,97.12648773,
2294,97.1246109,
2293.5,97.0787735,
2293,97.12934875,
2292.5,97.09370422,
2292,97.08791351,
2291.5,97.08274841,
2291,97.05400085,
2290.5,97.04840851,
2290,97.05379486,
2289.5,97.02954865,
2289,97.05298615,
2288.5,97.02058411,
2288,97.00372314,
2287.5,97.04321289,
2287,96.97571564,
2286.5,97.02201843,
2286,97.01696777,
2285.5,96.98531342,
2285,96.99909973,
2284.5,96.96839142,
2284,96.96530914,
2283.5,96.96740723,
2283,96.9420166,
2282.5,96.97008514,
2282,96.96456909,
2281.5,96.91950989,
2281,96.94524384,
2280.5,96.88594055,
2280,96.92555237,
2279.5,96.93138885,
2279,96.8895874,
2278.5,96.88806915,
2278,96.89517975,
2277.5,96.87489319,
2277,96.89402771,
2276.5,96.83230591,
2276,96.8469162,
2275.5,96.84563446,
2275,96.80326843,
2274.5,96.82445526,
2274,96.78026581,
2273.5,96.79035187,
2273,96.78202057,
2272.5,96.73501587,
2272,96.74417114,
2271.5,96.75003052,
2271,96.72237396,
2270.5,96.76338196,
2270,96.7257309,
2269.5,96.72881317,
2269,96.74447632,
2268.5,96.70658875,
2268,96.73229218,
2267.5,96.72924805,
2267,96.73719025,
2266.5,96.78622437,
2266,96.74842072,
2265.5,96.79050446,
2265,96.79405975,
2264.5,96.79733276,
2264,96.8445282,
2263.5,96.82138062,
2263,96.840065,
2262.5,96.87741089,
2262,96.84541321,
2261.5,96.9026947,
2261,96.90300751,
2260.5,96.909729,
2260,96.92036438,
2259.5,96.92021179,
2259,96.9437027,
2258.5,96.98257446,
2258,96.96206665,
2257.5,96.99243164,
2257,96.99428558,
2256.5,96.99313354,
2256,97.02839661,
2255.5,97.01544952,
2255,97.02698517,
2254.5,97.07008362,
2254,97.03077698,
2253.5,97.07483673,
2253,97.04507446,
2252.5,97.04948425,
2252,97.08649445,
2251.5,97.05462646,
2251,97.08242798,
2250.5,97.09575653,
2250,97.06939697,
2249.5,97.11679077,
2249,97.09926605,
2248.5,97.09062195,
2248,97.11575317,
2247.5,97.10608673,
2247,97.12452698,
2246.5,97.12843323,
2246,97.112854,
2245.5,97.16452026,
2245,97.1641922,
2244.5,97.1477356,
2244,97.17081451,
2243.5,97.14531708,
2243,97.1707077,
2242.5,97.19076538,
2242,97.1570816,
2241.5,97.19837952,
2241,97.19579315,
2240.5,97.1865387,
2240,97.22135925,
2239.5,97.19734192,
2239,97.24456024,
2238.5,97.24750519,
2238,97.20793152,
2237.5,97.24506378,
2237,97.23562622,
2236.5,97.23994446,
2236,97.28043365,
2235.5,97.2440567,
2235,97.29276276,
2234.5,97.28086853,
2234,97.28025055,
2233.5,97.30516052,
2233,97.3037262,
2232.5,97.31404877,
2232,97.33618164,
2231.5,97.306427,
2231,97.33875275,
2230.5,97.33513641,
2230,97.32437897,
2229.5,97.36714172,
2229,97.3486557,
2228.5,97.35005951,
2228,97.36762238,
2227.5,97.35147858,
2227,97.38926697,
2226.5,97.39830017,
2226,97.3785553,
2225.5,97.4222641,
2225,97.40457153,
2224.5,97.41358948,
2224,97.43913269,
2223.5,97.41099548,
2223,97.44686127,
2222.5,97.46061707,
2222,97.4365921,
2221.5,97.47381592,
2221,97.44696045,
2220.5,97.48904419,
2220,97.49539185,
2219.5,97.47394562,
2219,97.51354218,
2218.5,97.5140152,
2218,97.50961304,
2217.5,97.52547455,
2217,97.50697327,
2216.5,97.54692078,
2216,97.57078552,
2215.5,97.55874634,
2215,97.56474304,
2214.5,97.54859924,
2214,97.57841492,
2213.5,97.58190918,
2213,97.57365417,
2212.5,97.60355377,
2212,97.59833527,
2211.5,97.6065979,
2211,97.617836,
2210.5,97.61345673,
2210,97.63169098,
2209.5,97.64803314,
2209,97.60462952,
2208.5,97.66371918,
2208,97.62966919,
2207.5,97.62827301,
2207,97.68206787,
2206.5,97.63310242,
2206,97.65761566,
2205.5,97.66405487,
2205,97.63919067,
2204.5,97.68299866,
2204,97.66764832,
2203.5,97.66065216,
2203,97.69625092,
2202.5,97.6439209,
2202,97.68789673,
2201.5,97.68503571,
2201,97.66333008,
2200.5,97.69655609,
2200,97.66046143,
2199.5,97.68097687,
2199,97.69617462,
2198.5,97.64681244,
2198,97.66805267,
2197.5,97.67558289,
2197,97.66664124,
2196.5,97.68890381,
2196,97.66098022,
2195.5,97.6729126,
2195,97.69497681,
2194.5,97.654953,
2194,97.6833725,
2193.5,97.67519379,
2193,97.65317535,
2192.5,97.67964172,
2192,97.62367249,
2191.5,97.62588501,
2191,97.63700104,
2190.5,97.60908508,
2190,97.62897491,
2189.5,97.59112549,
2189,97.55889893,
2188.5,97.58233643,
2188,97.56079102,
2187.5,97.58488464,
2187,97.55861664,
2186.5,97.51823425,
2186,97.54438782,
2185.5,97.50239563,
2185,97.48311615,
2184.5,97.51134491,
2184,97.48149872,
2183.5,97.44787598,
2183,97.42478943,
2182.5,97.36087036,
2182,97.37545013,
2181.5,97.34531403,
2181,97.30740356,
2180.5,97.32012939,
2180,97.26626587,
2179.5,97.26428986,
2179,97.27430725,
2178.5,97.21046448,
2178,97.25891876,
2177.5,97.23744965,
2177,97.23503113,
2176.5,97.26365662,
2176,97.22569275,
2175.5,97.27062225,
2175,97.25550079,
2174.5,97.21626282,
2174,97.2529068,
2173.5,97.22657013,
2173,97.22567749,
2172.5,97.2454071,
2172,97.21646881,
2171.5,97.26112366,
2171,97.2717514,
2170.5,97.25265503,
2170,97.3008728,
2169.5,97.27970886,
2169,97.29071045,
2168.5,97.31460571,
2168,97.29405975,
2167.5,97.32644653,
2167,97.32553101,
2166.5,97.29991913,
2166,97.33876801,
2165.5,97.30963135,
2165,97.33476257,
2164.5,97.35847473,
2164,97.3208313,
2163.5,97.34248352,
2163,97.34081268,
2162.5,97.31993866,
2162,97.35985565,
2161.5,97.33040619,
2161,97.35114288,
2160.5,97.35863495,
2160,97.32081604,
2159.5,97.35659027,
2159,97.350914,
2158.5,97.32790375,
2158,97.36460114,
2157.5,97.33822632,
2157,97.33892059,
2156.5,97.35968018,
2156,97.32437134,
2155.5,97.36264038,
2155,97.35405731,
2154.5,97.3490448,
2154,97.36511993,
2153.5,97.32695007,
2153,97.33912659,
2152.5,97.37335968,
2152,97.34844208,
2151.5,97.36021423,
2151,97.3449707,
2150.5,97.35275269,
2150,97.38084412,
2149.5,97.34841919,
2149,97.34871674,
2148.5,97.37641907,
2148,97.34532928,
2147.5,97.36923218,
2147,97.35985565,
2146.5,97.35263824,
2146,97.38928223,
2145.5,97.33934021,
2145,97.36561584,
2144.5,97.38116455,
2144,97.36081696,
2143.5,97.40567017,
2143,97.36506653,
2142.5,97.36779022,
2142,97.4118042,
2141.5,97.37528992,
2141,97.3895874,
2140.5,97.38699341,
2140,97.36881256,
2139.5,97.4169693,
2139,97.38171387,
2138.5,97.38329315,
2138,97.4156723,
2137.5,97.37738037,
2137,97.40169525,
2136.5,97.41796112,
2136,97.38438416,
2135.5,97.41226196,
2135,97.41456604,
2134.5,97.38414764,
2134,97.43086243,
2133.5,97.38618469,
2133,97.40848541,
2132.5,97.42884064,
2132,97.38401031,
2131.5,97.41018677,
2131,97.4054718,
2130.5,97.38175201,
2130,97.42980194,
2129.5,97.38970184,
2129,97.41533661,
2128.5,97.4295578,
2128,97.39466095,
2127.5,97.42542267,
2127,97.40696716,
2126.5,97.40385437,
2126,97.42697144,
2125.5,97.40019989,
2125,97.44050598,
2124.5,97.44555664,
2124,97.39907074,
2123.5,97.4257431,
2123,97.42916107,
2122.5,97.41764069,
2122,97.44486237,
2121.5,97.39524078,
2121,97.43003845,
2120.5,97.44604492,
2120,97.40531921,
2119.5,97.43756104,
2119,97.4337616,
2118.5,97.41920471,
2118,97.44696045,
2117.5,97.42804718,
2117,97.44437408,
2116.5,97.45722198,
2116,97.41903687,
2115.5,97.46353912,
2115,97.44345856,
2114.5,97.43203735,
2114,97.4680481,
2113.5,97.42739105,
2113,97.44389343,
2112.5,97.4592514,
2112,97.41703033,
2111.5,97.45042419,
2111,97.43014526,
2110.5,97.43757629,
2110,97.46900177,
2109.5,97.43601227,
2109,97.44550323,
2108.5,97.46779633,
2108,97.43882751,
2107.5,97.4662323,
2107,97.45436859,
2106.5,97.44165039,
2106,97.47094727,
2105.5,97.44313812,
2105,97.44911194,
2104.5,97.47622681,
2104,97.45748138,
2103.5,97.48781586,
2103,97.47193146,
2102.5,97.43926239,
2102,97.47836304,
2101.5,97.45977783,
2101,97.48384094,
2100.5,97.48564148,
2100,97.45932007,
2099.5,97.48667908,
2099,97.48381042,
2098.5,97.4644928,
2098,97.50131989,
2097.5,97.46632385,
2097,97.49982452,
2096.5,97.50118256,
2096,97.46031952,
2095.5,97.48963165,
2095,97.49300385,
2094.5,97.48817444,
2094,97.52667236,
2093.5,97.48072052,
2093,97.50646973,
2092.5,97.51065826,
2092,97.48831177,
2091.5,97.51722717,
2091,97.50857544,
2090.5,97.4907608,
2090,97.52762604,
2089.5,97.48564148,
2089,97.49887848,
2088.5,97.52348328,
2088,97.48675537,
2087.5,97.52176666,
2087,97.50630188,
2086.5,97.48937225,
2086,97.52163696,
2085.5,97.50048065,
2085,97.50964355,
2084.5,97.52280426,
2084,97.48709869,
2083.5,97.54550171,
2083,97.50894165,
2082.5,97.4839859,
2082,97.53623962,
2081.5,97.52118683,
2081,97.53728485,
2080.5,97.53120422,
2080,97.49048615,
2079.5,97.54219818,
2079,97.53086853,
2078.5,97.51980591,
2078,97.53553009,
2077.5,97.51096344,
2077,97.54473877,
2076.5,97.52887726,
2076,97.50359344,
2075.5,97.55857086,
2075,97.54558563,
2074.5,97.538414,
2074,97.54811859,
2073.5,97.51566315,
2073,97.54724121,
2072.5,97.54934692,
2072,97.5324173,
2071.5,97.56254578,
2071,97.53825378,
2070.5,97.54959106,
2070,97.5594635,
2069.5,97.51786804,
2069,97.56269836,
2068.5,97.56700897,
2068,97.55052948,
2067.5,97.57173157,
2067,97.53097534,
2066.5,97.5586853,
2066,97.55867767,
2065.5,97.53943634,
2065,97.57945251,
2064.5,97.54292297,
2064,97.55404663,
2063.5,97.57881927,
2063,97.54629517,
2062.5,97.57262421,
2062,97.56437683,
2061.5,97.56671906,
2061,97.59018707,
2060.5,97.55141449,
2060,97.5743103,
2059.5,97.57134247,
2059,97.55394745,
2058.5,97.58311462,
2058,97.5575943,
2057.5,97.55704498,
2057,97.58785248,
2056.5,97.56098938,
2056,97.58447266,
2055.5,97.57557678,
2055,97.55988312,
2054.5,97.59837341,
2054,97.5721817,
2053.5,97.57536316,
2053,97.59551239,
2052.5,97.56808472,
2052,97.59746552,
2051.5,97.56678772,
2051,97.5625,
2050.5,97.59616852,
2050,97.57367706,
2049.5,97.59039307,
2049,97.60674286,
2048.5,97.56860352,
2048,97.60292053,
2047.5,97.58420563,
2047,97.57634735,
2046.5,97.60449982,
2046,97.58192444,
2045.5,97.61687469,
2045,97.60525513,
2044.5,97.57637787,
2044,97.60601807,
2043.5,97.58931732,
2043,97.59657288,
2042.5,97.61051178,
2042,97.59208679,
2041.5,97.61038971,
2041,97.5951004,
2040.5,97.58193207,
2040,97.61539459,
2039.5,97.59566498,
2039,97.60847473,
2038.5,97.61174011,
2038,97.5825882,
2037.5,97.63176727,
2037,97.61418152,
2036.5,97.59515381,
2036,97.62524414,
2035.5,97.58828735,
2035,97.62198639,
2034.5,97.62634277,
2034,97.58018494,
2033.5,97.62290955,
2033,97.61667633,
2032.5,97.61716461,
2032,97.62644196,
2031.5,97.59700012,
2031,97.64412689,
