GGG-Tb_(1%)-IIA-02-Abs-Scan_190-3300_2x5mm_Vozduh-15-11-17-Step_0_2-SBW_0_5,,
Wavenumber (cm-1),%T,
3087.9,80.8830560657,
3087.9,80.8830560657,
3088.1,81.5378602159,
3088.1,81.5378602159,
3088.3,80.9340302340,
3088.3,80.9340302340,
3088.5,81.1949131697,
3088.5,81.1949131697,
3088.7,80.5684560094,
3088.7,80.5684560094,
3088.9,81.2760413040,
3088.9,81.2760413040,
3089.1,81.4674022033,
3089.1,81.4674022033,
3089.3,81.1139230690,
3089.3,81.1139230690,
3089.5,81.3797416428,
3089.5,81.3797416428,
3089.7,81.6109244770,
3089.7,81.6109244770,
3089.9,81.3910900810,
3089.9,81.3910900810,
3090.0,81.4334568512,
3090.0,81.4334568512,
3090.2,81.4332598692,
3090.2,81.4332598692,
3090.4,81.5591755849,
3090.4,81.5591755849,
3090.6,81.1673528177,
3090.6,81.1673528177,
3090.8,81.5577568120,
3090.8,81.5577568120,
3091.0,81.0528094075,
3091.0,81.0528094075,
3091.2,81.3231947855,
3091.2,81.3231947855,
3091.4,81.5680497699,
3091.4,81.5680497699,
3091.6,81.1411325842,
3091.6,81.1411325842,
3091.8,81.2639058830,
3091.8,81.2639058830,
3092.0,81.8389591359,
3092.0,81.8389591359,
3092.1,81.2267900546,
3092.1,81.2267900546,
3092.3,81.7616817907,
3092.3,81.7616817907,
3092.5,81.2877002070,
3092.5,81.2877002070,
3092.7,81.4234490753,
3092.7,81.4234490753,
3092.9,81.8737926720,
3092.9,81.8737926720,
3093.1,81.1294919196,
3093.1,81.1294919196,
3093.3,81.0426774002,
3093.3,81.0426774002,
3093.5,81.2622371265,
3093.5,81.2622371265,
3093.7,81.2410119065,
3093.7,81.2410119065,
3093.9,81.1324830066,
3093.9,81.1324830066,
3094.1,81.5160329882,
3094.1,81.5160329882,
3094.3,81.5118195487,
3094.3,81.5118195487,
3094.4,81.0125766689,
3094.4,81.0125766689,
3094.6,81.3329809428,
3094.6,81.3329809428,
3094.8,81.1254793869,
3094.8,81.1254793869,
3095.0,81.1506030794,
3095.0,81.1506030794,
3095.2,81.3244043889,
3095.2,81.3244043889,
3095.4,81.3645546922,
3095.4,81.3645546922,
3095.6,81.3114819685,
3095.6,81.3114819685,
3095.8,81.2904126306,
3095.8,81.2904126306,
3096.0,81.5765862420,
3096.0,81.5765862420,
3096.2,80.7408207583,
3096.2,80.7408207583,
3096.4,81.2092478599,
3096.4,81.2092478599,
3096.6,81.3352651067,
3096.6,81.3352651067,
3096.7,81.4385897354,
3096.7,81.4385897354,
3096.9,81.0022773754,
3096.9,81.0022773754,
3097.1,80.9916737089,
3097.1,80.9916737089,
3097.3,81.1670005219,
3097.3,81.1670005219,
3097.5,81.3914712755,
3097.5,81.3914712755,
3097.7,81.4109382919,
3097.7,81.4109382919,
3097.9,81.2810652620,
3097.9,81.2810652620,
3098.1,81.1015781090,
3098.1,81.1015781090,
3098.3,81.5736711460,
3098.3,81.5736711460,
3098.5,81.2793138828,
3098.5,81.2793138828,
3098.7,81.0436659361,
3098.7,81.0436659361,
3098.9,81.6450656660,
3098.9,81.6450656660,
3099.0,81.0149199378,
3099.0,81.0149199378,
3099.2,81.2212887271,
3099.2,81.2212887271,
3099.4,81.0352505690,
3099.4,81.0352505690,
3099.6,81.2748017455,
3099.6,81.2748017455,
3099.8,81.0765210579,
3099.8,81.0765210579,
3100.0,80.8772616690,
3100.0,80.8772616690,
3100.2,81.5072889112,
3100.2,81.5072889112,
3100.4,81.2131349615,
3100.4,81.2131349615,
3100.6,81.4068378205,
3100.6,81.4068378205,
3100.8,81.1964635335,
3100.8,81.1964635335,
3101.0,80.9651671422,
3101.0,80.9651671422,
3101.2,81.4851287729,
3101.2,81.4851287729,
3101.4,81.4579967528,
3101.4,81.4579967528,
3101.5,80.8479671886,
3101.5,80.8479671886,
3101.7,81.3881341406,
3101.7,81.3881341406,
3101.9,81.3234626559,
3101.9,81.3234626559,
3102.1,81.0437980187,
3102.1,81.0437980187,
3102.3,81.3669681666,
3102.3,81.3669681666,
3102.5,81.3740847700,
3102.5,81.3740847700,
3102.7,81.2551916389,
3102.7,81.2551916389,
3102.9,81.3506964051,
3102.9,81.3506964051,
3103.1,81.5277039389,
3103.1,81.5277039389,
3103.3,81.3105878128,
3103.3,81.3105878128,
3103.5,81.6051661341,
3103.5,81.6051661341,
3103.7,81.2358677812,
3103.7,81.2358677812,
3103.9,81.1360602066,
3103.9,81.1360602066,
3104.0,81.0687003152,
3104.0,81.0687003152,
3104.2,81.1284717176,
3104.2,81.1284717176,
3104.4,81.4083629043,
3104.4,81.4083629043,
3104.6,81.2924445659,
3104.6,81.2924445659,
3104.8,81.0760078123,
3104.8,81.0760078123,
3105.0,81.1120444886,
3105.0,81.1120444886,
3105.2,81.0509030429,
3105.2,81.0509030429,
3105.4,80.8994174901,
3105.4,80.8994174901,
3105.6,81.2514907034,
3105.6,81.2514907034,
3105.8,81.5177978584,
3105.8,81.5177978584,
3106.0,80.9227233116,
3106.0,80.9227233116,
3106.2,81.1795532006,
3106.2,81.1795532006,
3106.4,81.0992893782,
3106.4,81.0992893782,
3106.6,80.9527101081,
3106.6,80.9527101081,
3106.7,81.2564545965,
3106.7,81.2564545965,
3106.9,81.3291787948,
3106.9,81.3291787948,
3107.1,81.1023767448,
3107.1,81.1023767448,
3107.3,81.2164008278,
3107.3,81.2164008278,
3107.5,81.0465815560,
3107.5,81.0465815560,
3107.7,81.1693190153,
3107.7,81.1693190153,
3107.9,80.7608844782,
3107.9,80.7608844782,
3108.1,81.0554917443,
3108.1,81.0554917443,
3108.3,81.0477203044,
3108.3,81.0477203044,
3108.5,81.1417882316,
3108.5,81.1417882316,
3108.7,80.9018726817,
3108.7,80.9018726817,
3108.9,80.9758965321,
3108.9,80.9758965321,
3109.1,81.0866892927,
3109.1,81.0866892927,
3109.3,81.0114926178,
3109.3,81.0114926178,
3109.5,80.9754908914,
3109.5,80.9754908914,
3109.6,81.4139551178,
3109.6,81.4139551178,
3109.8,81.3412067446,
3109.8,81.3412067446,
3110.0,81.3977186458,
3110.0,81.3977186458,
3110.2,80.9002696502,
3110.2,80.9002696502,
3110.4,81.1627382880,
3110.4,81.1627382880,
3110.6,81.3719279457,
3110.6,81.3719279457,
3110.8,81.2190704642,
3110.8,81.2190704642,
3111.0,81.2980176597,
3111.0,81.2980176597,
3111.2,81.0488465540,
3111.2,81.0488465540,
3111.4,81.2811977316,
3111.4,81.2811977316,
3111.6,81.0318585337,
3111.6,81.0318585337,
3111.8,81.2782764599,
3111.8,81.2782764599,
3112.0,80.9991062727,
3112.0,80.9991062727,
3112.2,81.0348390688,
3112.2,81.0348390688,
3112.4,81.1698439927,
3112.4,81.1698439927,
3112.5,81.0896579343,
3112.5,81.0896579343,
3112.7,81.1829569909,
3112.7,81.1829569909,
3112.9,81.2859654195,
3112.9,81.2859654195,
3113.1,80.8484609591,
3113.1,80.8484609591,
3113.3,81.1498164972,
3113.3,81.1498164972,
3113.5,81.3956324130,
3113.5,81.3956324130,
3113.7,81.1443802433,
3113.7,81.1443802433,
3113.9,81.2225218944,
3113.9,81.2225218944,
3114.1,81.3887540837,
3114.1,81.3887540837,
3114.3,81.2457925681,
3114.3,81.2457925681,
3114.5,80.9522865290,
3114.5,80.9522865290,
3114.7,80.8399146947,
3114.7,80.8399146947,
3114.9,80.9115651074,
3114.9,80.9115651074,
3115.1,80.8403848412,
3115.1,80.8403848412,
3115.3,81.3032508026,
3115.3,81.3032508026,
3115.5,81.0840546101,
3115.5,81.0840546101,
3115.7,81.1789515637,
3115.7,81.1789515637,
3115.8,81.0989972029,
3115.8,81.0989972029,
3116.0,81.0429930085,
3116.0,81.0429930085,
3116.2,81.2237676223,
3116.2,81.2237676223,
3116.4,81.1556401679,
3116.4,81.1556401679,
3116.6,81.2293471572,
3116.6,81.2293471572,
3116.8,81.2090402737,
3116.8,81.2090402737,
3117.0,81.0168796633,
3117.0,81.0168796633,
3117.2,81.0475353780,
3117.2,81.0475353780,
3117.4,81.2533683318,
3117.4,81.2533683318,
3117.6,81.1794821737,
3117.6,81.1794821737,
3117.8,81.3010512248,
3117.8,81.3010512248,
3118.0,81.4101868964,
3118.0,81.4101868964,
3118.2,81.0534059384,
3118.2,81.0534059384,
3118.4,81.4007754804,
3118.4,81.4007754804,
3118.6,81.2366900401,
3118.6,81.2366900401,
3118.8,81.4275559707,
3118.8,81.4275559707,
3119.0,80.9814812686,
3119.0,80.9814812686,
3119.2,80.9539197557,
3119.2,80.9539197557,
3119.3,81.3820843617,
3119.3,81.3820843617,
3119.5,80.8700983356,
3119.5,80.8700983356,
3119.7,81.1031934788,
3119.7,81.1031934788,
3119.9,81.1396598365,
3119.9,81.1396598365,
3120.1,81.2310403223,
3120.1,81.2310403223,
3120.3,81.3788174169,
3120.3,81.3788174169,
3120.5,80.9854213789,
3120.5,80.9854213789,
3120.7,81.1985014797,
3120.7,81.1985014797,
3120.9,80.7793733359,
3120.9,80.7793733359,
3121.1,81.1177791672,
3121.1,81.1177791672,
3121.3,80.7588159528,
3121.3,80.7588159528,
3121.5,80.9218639723,
3121.5,80.9218639723,
3121.7,80.7783547652,
3121.7,80.7783547652,
3121.9,81.1714467941,
3121.9,81.1714467941,
3122.1,80.8624445521,
3122.1,80.8624445521,
3122.3,81.3740135729,
3122.3,81.3740135729,
3122.5,81.1668752003,
3122.5,81.1668752003,
3122.7,80.9033758130,
3122.7,80.9033758130,
3122.9,81.1468902014,
3122.9,81.1468902014,
3123.0,81.0796979731,
3123.0,81.0796979731,
3123.2,80.9872206109,
3123.2,80.9872206109,
3123.4,80.9147300050,
3123.4,80.9147300050,
3123.6,81.1230188009,
3123.6,81.1230188009,
3123.8,81.0300346762,
3123.8,81.0300346762,
3124.0,81.0998737284,
3124.0,81.0998737284,
3124.2,81.1341045573,
3124.2,81.1341045573,
3124.4,81.3588918967,
3124.4,81.3588918967,
3124.6,80.9956782322,
3124.6,80.9956782322,
3124.8,81.1516820314,
3124.8,81.1516820314,
3125.0,80.8226224389,
3125.0,80.8226224389,
3125.2,81.1920228549,
3125.2,81.1920228549,
3125.4,81.2389965863,
3125.4,81.2389965863,
3125.6,80.9483049801,
3125.6,80.9483049801,
3125.8,80.8059687940,
3125.8,80.8059687940,
3126.0,81.1099349635,
3126.0,81.1099349635,
3126.2,80.7894641095,
3126.2,80.7894641095,
3126.4,81.0585621499,
3126.4,81.0585621499,
3126.6,80.9913221756,
3126.6,80.9913221756,
3126.8,81.0613573187,
3126.8,81.0613573187,
3127.0,80.8728509335,
3127.0,80.8728509335,
3127.1,81.0809248180,
3127.1,81.0809248180,
3127.3,80.9446985636,
3127.3,80.9446985636,
3127.5,80.9114818213,
3127.5,80.9114818213,
3127.7,81.0669785453,
3127.7,81.0669785453,
3127.9,80.9413616965,
3127.9,80.9413616965,
3128.1,81.2124188289,
3128.1,81.2124188289,
3128.3,81.2763215654,
3128.3,81.2763215654,
3128.5,81.1199195124,
3128.5,81.1199195124,
3128.7,80.9925143366,
3128.7,80.9925143366,
3128.9,81.1092851408,
3128.9,81.1092851408,
3129.1,80.9077854374,
3129.1,80.9077854374,
3129.3,81.0920006488,
3129.3,81.0920006488,
3129.5,81.1759894026,
3129.5,81.1759894026,
3129.7,80.8055515274,
3129.7,80.8055515274,
3129.9,81.0358219468,
3129.9,81.0358219468,
3130.1,80.9850990486,
3130.1,80.9850990486,
3130.3,80.9195761488,
3130.3,80.9195761488,
3130.5,80.9877332944,
