Ftorid-DK-68-CeF3-N5-l_10-T-Scan_200-3300_2x5mm-11-12-17-Step_0_5-SBW_1_0,,
Wavelength (nm),%T,
2762.5,29.83526611,
2762,29.97882462,
2761.5,30.11207581,
2761,30.26748657,
2760.5,30.39736748,
2760,30.53256607,
2759.5,30.679142,
2759,30.79927063,
2758.5,30.94822121,
2758,31.09612846,
2757.5,31.23520851,
2757,31.40773392,
2756.5,31.54773712,
2756,31.71280861,
2755.5,31.87775612,
2755,32.02086639,
2754.5,32.17569733,
2754,32.31822968,
2753.5,32.45125961,
2753,32.60057449,
2752.5,32.72880173,
2752,32.87460327,
2751.5,33.02265167,
2751,33.16438293,
2750.5,33.28556824,
2750,33.43600464,
2749.5,33.56197357,
2749,33.71214294,
2748.5,33.84217834,
2748,33.98321533,
2747.5,34.13894272,
2747,34.26538086,
2746.5,34.41007614,
2746,34.54309082,
2745.5,34.6799469,
2745,34.82372665,
2744.5,34.97082901,
2744,35.11244965,
2743.5,35.24820328,
2743,35.37636948,
2742.5,35.53733444,
2742,35.69804001,
2741.5,35.86769485,
2741,36.02484512,
2740.5,36.19750977,
2740,36.35754776,
2739.5,36.53255463,
2739,36.70176315,
2738.5,36.87136459,
2738,37.05473709,
2737.5,37.1934433,
2737,37.33531952,
2736.5,37.49782562,
2736,37.6440239,
2735.5,37.81534958,
2735,37.96195984,
2734.5,38.13108444,
2734,38.27313614,
2733.5,38.41746521,
2733,38.54417038,
2732.5,38.69062424,
2732,38.82875824,
2731.5,38.94200134,
2731,39.08630753,
2730.5,39.20917511,
2730,39.3380661,
2729.5,39.47866821,
2729,39.6065979,
2728.5,39.75701523,
2728,39.88854599,
2727.5,40.01675415,
2727,40.17279434,
2726.5,40.32573318,
2726,40.4832077,
2725.5,40.6553421,
2725,40.81509399,
2724.5,40.99369812,
2724,41.14038086,
2723.5,41.28211212,
2723,41.45935059,
2722.5,41.5927124,
2722,41.74631882,
2721.5,41.89872742,
2721,42.01913071,
2720.5,42.19696045,
2720,42.32684326,
2719.5,42.47499847,
2719,42.6435318,
2718.5,42.76773834,
2718,42.91175461,
2717.5,43.05781174,
2717,43.18252945,
2716.5,43.33005524,
2716,43.43463516,
2715.5,43.53819656,
2715,43.67534256,
2714.5,43.7623024,
2714,43.86299515,
