Baseline 100%T,,
Wavelength (nm),Abs,
2569.5,-0.0002790646104,
2569,-0.0001378985471,
2568.5,-0.0002217861038,
2568,-0.0005334926536,
2567.5,-0.0004654907971,
2567,-0.0005276495358,
2566.5,-0.0004780577146,
2566,-0.0003520617611,
2565.5,-0.0003947885998,
2565,-0.0002008804149,
2564.5,-0.0001410556142,
2564,-0.0002697515301,
2563.5,-6.584890798E-5,
2563,3.010642467E-5,
2562.5,0.0001679029519,
2562,0.0003592386784,
2561.5,0.0005208012881,
2561,0.0006285258569,
2560.5,0.0008061378612,
2560,0.0007672384963,
2559.5,0.001143152011,
2559,0.001112890546,
2558.5,0.001050816849,
2558,0.00132261042,
2557.5,0.00124137383,
2557,0.001293011475,
2556.5,0.001259364537,
2556,0.001161631779,
2555.5,0.001289921813,
2555,0.001248564804,
2554.5,0.001074586529,
2554,0.001200878061,
2553.5,0.001093037426,
2553,0.001123141847,
2552.5,0.001278160838,
2552,0.001160957036,
2551.5,0.001298437826,
2551,0.001304357545,
2550.5,0.001170223113,
2550,0.001422223286,
2549.5,0.001367999474,
2549,0.001372050494,
2548.5,0.001525547821,
2548,0.001433001366,
2547.5,0.00167119957,
2547,0.001741314889,
2546.5,0.001496896031,
2546,0.001554928836,
2545.5,0.001524041058,
2545,0.001669614459,
2544.5,0.001741236891,
2544,0.001802941435,
2543.5,0.001839360106,
2543,0.001890496933,
2542.5,0.001889170962,
2542,0.001965172123,
2541.5,0.002089954214,
2541,0.001875547809,
2540.5,0.001966732321,
2540,0.001917848596,
2539.5,0.002011980629,
2539,0.002109774854,
2538.5,0.002003996866,
2538,0.002197314287,
2537.5,0.002153763548,
2537,0.002050757641,
2536.5,0.002201268915,
2536,0.002162088174,
2535.5,0.002305377508,
2535,0.00224284688,
2534.5,0.002029119059,
2534,0.00218035141,
2533.5,0.002226428594,
2533,0.002283830196,
2532.5,0.002342853229,
2532,0.002225127537,
2531.5,0.002369114198,
2531,0.002572385129,
2530.5,0.00249393424,
2530,0.002508019563,
2529.5,0.002613894409,
2529,0.002526765689,
2528.5,0.00275918236,
2528,0.002753841924,
2527.5,0.002891202457,
2527,0.002884531394,
2526.5,0.002687027212,
2526,0.00287363911,
2525.5,0.002777861198,
2525,0.002889039693,
2524.5,0.002979629207,
2524,0.002790105762,
2523.5,0.002864440903,
2523,0.002923282096,
2522.5,0.002887007082,
2522,0.003055300098,
2521.5,0.002919347025,
2521,0.00282090134,
2520.5,0.003002071055,
2520,0.00300715398,
2519.5,0.003070733044,
2519,0.003089555772,
2518.5,0.002959846985,
2518,0.003155076643,
2517.5,0.003081369679,
2517,0.003164515831,
2516.5,0.00318287313,
2516,0.002994929207,
2515.5,0.003133721882,
2515,0.003229813185,
2514.5,0.003215652425,
2514,0.003306518774,
2513.5,0.003089321079,
2513,0.003142274218,
2512.5,0.003260144265,
2512,0.003231403884,
2511.5,0.00342534692,
2511,0.003371941857,
2510.5,0.003281870391,
2510,0.003480558749,
2509.5,0.003453160636,
2509,0.00352421659,
2508.5,0.003589698579,
2508,0.003388194833,
2507.5,0.003581216093,
2507,0.003583330195,
2506.5,0.003507906338,
2506,0.003687979421,
2505.5,0.003526982851,
2505,0.003548174165,
2504.5,0.003590612207,
2504,0.003553028684,
2503.5,0.003714765655,
2503,0.003658401547,
2502.5,0.003646262921,
2502,0.00376667222,
2501.5,0.003755862126,
2501,0.003896752838,
2500.5,0.003947139718,
2500,0.003710953984,
2499.5,0.003841958009,
2499,0.003939224873,
2498.5,0.003990766127,
2498,0.00403852528,
2497.5,0.003814876545,
2497,0.003765262198,
2496.5,0.003944815136,
2496,0.003899051342,
2495.5,0.003967567813,
2495,0.003762207227,
2494.5,0.003738055006,
2494,0.004052686971,
2493.5,0.003942777403,
2493,0.003946094774,
2492.5,0.004036199767,
2492,0.003945546225,
2491.5,0.004107873887,
2491,0.00413743034,
2490.5,0.004100347869,
2490,0.004165655468,
2489.5,0.004037662875,
2489,0.004142892081,
2488.5,0.004334288184,
2488,0.00411675917,
2487.5,0.004179716576,
2487,0.004110278096,
2486.5,0.004076490644,
2486,0.004199685529,
2485.5,0.00409514783,
2485,0.004037454259,
2484.5,0.004199841991,
2484,0.004035520367,
2483.5,0.004175534938,
2483,0.004209617618,
2482.5,0.004197097849,
2482,0.00432312442,
2481.5,0.004311045632,
2481,0.004183375742,
2480.5,0.004427690525,
2480,0.004299385473,
2479.5,0.004440792371,
2479,0.00449605519,
2478.5,0.004294470418,
2478,0.004371704068,
2477.5,0.004379287362,
2477,0.004245010205,
2476.5,0.004395185504,
2476,0.004169837572,
2475.5,0.004203736782,
2475,0.004355780315,
2474.5,0.004198065028,
2474,0.004262419883,
2473.5,0.004220909439,
2473,0.004088301677,
2472.5,0.004316274077,
2472,0.004349478986,
2471.5,0.004330235533,
2471,0.004395264201,
2470.5,0.004279751796,
2470,0.004351152573,
2469.5,0.004542195704,
2469,0.004246500321,
2468.5,0.004234685097,
2468,0.004284091759,
2467.5,0.004195712507,
2467,0.00433227513,
2466.5,0.004152875394,
2466,0.004063530359,
2465.5,0.004175927024,
2465,0.004136829171,
2464.5,0.004241951741,
2464,0.004193412606,
2463.5,0.004099459387,
2463,0.004273660947,
2462.5,0.004294810351,
2462,0.004263622221,
2461.5,0.004364670254,
