IOH-SAI-02-Abs-Scan_200-790_DRA-Et-05-11-20,,
Energy (eV),%T,
4.7504,16.6241399298,
4.7504,16.6241399298,
4.7686,16.7279045301,
4.7686,16.7279045301,
4.7870,16.6010664061,
4.7870,16.6010664061,
4.8056,16.4949370243,
4.8056,16.4949370243,
4.8243,16.5817908696,
4.8243,16.5817908696,
4.8431,16.5058274411,
4.8431,16.5058274411,
4.8621,16.4641774634,
4.8621,16.4641774634,
4.8813,16.3908110478,
4.8813,16.3908110478,
4.9006,16.4863660751,
4.9006,16.4863660751,
4.9200,16.3842481683,
4.9200,16.3842481683,
4.9396,16.3786477316,
4.9396,16.3786477316,
4.9594,16.2488459989,
4.9594,16.2488459989,
4.9793,16.2713093890,
4.9793,16.2713093890,
4.9994,16.1441839553,
4.9994,16.1441839553,
5.0196,16.0822213390,
5.0196,16.0822213390,
5.0400,16.0249121959,
5.0400,16.0249121959,
5.0606,15.8871563215,
5.0606,15.8871563215,
5.0813,15.8223035437,
5.0813,15.8223035437,
5.1022,15.7310572867,
5.1022,15.7310572867,
5.1233,15.5586815574,
5.1233,15.5586815574,
5.1446,15.4594494523,
5.1446,15.4594494523,
5.1660,15.3880679508,
5.1660,15.3880679508,
5.1876,15.2803370391,
5.1876,15.2803370391,
5.2094,15.0940432371,
5.2094,15.0940432371,
5.2314,14.9465841029,
5.2314,14.9465841029,
5.2536,14.8353639755,
5.2536,14.8353639755,
5.2759,14.7556689271,
5.2759,14.7556689271,
5.2985,14.6051077886,
5.2985,14.6051077886,
5.3212,14.5491281400,
5.3212,14.5491281400,
5.3441,14.4254325585,
5.3441,14.4254325585,
5.3673,14.3580411572,
5.3673,14.3580411572,
5.3906,14.2061686586,
5.3906,14.2061686586,
5.4142,14.2322506113,
5.4142,14.2322506113,
5.4379,14.1757485605,
5.4379,14.1757485605,
5.4619,14.1300688828,
5.4619,14.1300688828,
5.4860,14.1980620779,
5.4860,14.1980620779,
5.5104,14.2082920629,
5.5104,14.2082920629,
5.5350,14.2826371173,
5.5350,14.2826371173,
5.5598,14.2700874412,
5.5598,14.2700874412,
5.5849,14.2406933297,
5.5849,14.2406933297,
5.6101,14.3322105921,
5.6101,14.3322105921,
5.6356,14.3114008630,
5.6356,14.3114008630,
5.6614,14.3157600117,
5.6614,14.3157600117,
5.6873,14.4413471682,
5.6873,14.4413471682,
5.7136,14.3725045068,
5.7136,14.3725045068,
5.7400,14.4393494505,
5.7400,14.4393494505,
5.7667,14.4102593221,
5.7667,14.4102593221,
5.7937,14.5275229369,
5.7937,14.5275229369,
5.8209,14.5107286835,
5.8209,14.5107286835,
5.8483,14.6687457799,
5.8483,14.6687457799,
5.8760,14.8978132253,
5.8760,14.8978132253,
5.9040,14.8505384615,
5.9040,14.8505384615,
5.9323,15.1428828944,
5.9323,15.1428828944,
5.9608,15.2825098367,
5.9608,15.2825098367,
5.9896,15.4036703597,
5.9896,15.4036703597,
6.0187,15.3917178007,
6.0187,15.3917178007,
6.0480,15.7250650293,
6.0480,15.7250650293,
6.0777,15.9343059730,
6.0777,15.9343059730,
6.1076,16.0417063153,
6.1076,16.0417063153,
6.1378,16.5232071992,
6.1378,16.5232071992,
6.1684,17.2954112811,
6.1684,17.2954112811,
6.1992,17.6026547008,
6.1992,17.6026547008,

