GGG-Tb_(1%)-IIA-02-Abs-Scan_190-3300_2x5mm_Vozduh-15-11-17-Step_0_2-SBW_0_5,,
Wavelength (nm),Abs,
3300,0.09184945375,
3299.800049,0.09240470827,
3299.600098,0.09252135456,
3299.399902,0.09501328319,
3299.199951,0.09200382978,
3299,0.09489043057,
3298.800049,0.09124003351,
3298.600098,0.09361020476,
3298.399902,0.08937164396,
3298.199951,0.09078273922,
3298,0.09234133363,
3297.800049,0.08989291638,
3297.600098,0.09178741276,
3297.399902,0.09578603506,
3297.199951,0.09311403334,
3297,0.0889884606,
3296.800049,0.09381943941,
3296.600098,0.08825033903,
3296.399902,0.09264446795,
3296.199951,0.09053752571,
3296,0.09920375794,
3295.800049,0.09068678319,
3295.600098,0.09124863148,
3295.399902,0.09138630331,
3295.199951,0.08960057795,
3295,0.09311515093,
3294.800049,0.09222666174,
3294.600098,0.09079945832,
3294.399902,0.09288839996,
3294.199951,0.09436380118,
3294,0.09127331525,
3293.800049,0.0947720781,
3293.600098,0.09408956021,
3293.399902,0.09393119067,
3293.199951,0.08993309736,
3293,0.09678483009,
3292.800049,0.09145410359,
3292.600098,0.09213434905,
3292.399902,0.09206330776,
3292.199951,0.0907060802,
3292,0.09387254715,
3291.800049,0.09001217037,
3291.600098,0.09597833455,
3291.399902,0.09120260924,
3291.199951,0.09708072245,
3291,0.09139617532,
3290.800049,0.09240486473,
3290.600098,0.09070907533,
3290.399902,0.08912312984,
3290.199951,0.09216872603,
3290,0.09191812575,
3289.800049,0.09202964604,
3289.600098,0.09654332697,
3289.399902,0.09272887558,
3289.199951,0.09322506189,
3289,0.09023398161,
3288.800049,0.0937993899,
3288.600098,0.09245159477,
3288.399902,0.08780460805,
3288.199951,0.09169212729,
3288,0.090961501,
3287.800049,0.09397554398,
3287.600098,0.09359887242,
3287.399902,0.09070499241,
3287.199951,0.08882120997,
3287,0.09255870432,
3286.800049,0.08756724745,
3286.600098,0.09612808377,
3286.399902,0.09166290611,
3286.199951,0.09154863656,
3286,0.09295489639,
3285.800049,0.09220348299,
3285.600098,0.09708059579,
3285.399902,0.09497481585,
3285.199951,0.08851905167,
3285,0.08894963562,
3284.800049,0.09096086025,
3284.600098,0.09107124805,
3284.399902,0.09258904308,
3284.199951,0.09440108389,
3284,0.09056390077,
3283.800049,0.09280534834,
3283.600098,0.09360738099,
3283.399902,0.09070231766,
3283.199951,0.09235008061,
3283,0.09195059538,
3282.800049,0.09179230034,
3282.600098,0.0947515741,
3282.399902,0.08767388761,
3282.199951,0.09067638218,
3282,0.08738332242,
3281.800049,0.0912129879,
3281.600098,0.09433295578,
3281.399902,0.09373562038,
3281.199951,0.09548754245,
3281,0.09243993461,
3280.800049,0.09724202752,
3280.600098,0.08898801357,
3280.399902,0.0928549692,
3280.199951,0.09042214602,
3280,0.09075552225,
3279.800049,0.09220841527,
3279.600098,0.09080931544,
3279.399902,0.09022439271,
3279.199951,0.09073440731,
3279,0.09248448163,
3278.800049,0.09242036939,
3278.600098,0.09323009849,
3278.399902,0.0884161666,
3278.199951,0.0901042223,
3278,0.08783068508,
3277.800049,0.08936391771,
3277.600098,0.08819188923,
3277.399902,0.0925808996,
3277.199951,0.09008070827,
3277,0.0925623849,
3276.800049,0.09109672159,
3276.600098,0.09200382978,
3276.399902,0.08977413923,
3276.199951,0.09065210819,
3276,0.08995494246,
3275.800049,0.09043008089,
3275.600098,0.09132758528,
3275.399902,0.08873654157,
3275.199951,0.09105253965,
3275,0.09072690457,
3274.800049,0.09170574695,
3274.600098,0.08894766122,
3274.399902,0.09093290567,
3274.199951,0.09285182506,
3274,0.08980090916,
3273.800049,0.09088219702,
3273.600098,0.09037879854,
3273.399902,0.08853910863,
3273.199951,0.0921459347,
3273,0.09041822702,
3272.800049,0.08974463493,
3272.600098,0.09317869693,
3272.399902,0.09169337153,
3272.199951,0.09145915508,
3272,0.09301768243,
3271.800049,0.09082919359,
3271.600098,0.09039250016,
3271.399902,0.09074018151,
3271.199951,0.09223965555,
3271,0.09261611104,
3270.800049,0.09144128859,
3270.600098,0.09168301523,
3270.399902,0.08919128031,
3270.199951,0.08924742043,
3270,0.09357789904,
3269.800049,0.09112354368,
3269.600098,0.09130187333,
3269.399902,0.09261201322,
3269.199951,0.09154636413,
3269,0.09100293368,
3268.800049,0.08965081722,
3268.600098,0.09217070788,
3268.399902,0.09336403757,
3268.199951,0.0916608572,
3268,0.09365012497,
3267.800049,0.09483934939,
3267.600098,0.08521059155,
3267.399902,0.0903686583,
3267.199951,0.09244729578,
3267,0.09295461327,
3266.800049,0.08987063169,
3266.600098,0.09224973619,
3266.399902,0.0928119123,
3266.199951,0.09189416468,
3266,0.08985229582,
3265.800049,0.08679638058,
3265.600098,0.09243058413,
3265.399902,0.09102562815,
3265.199951,0.09198978543,
3265,0.09003312886,
3264.800049,0.09370106459,
3264.600098,0.09109244496,
3264.399902,0.09094193578,
3264.199951,0.089771308,
3264,0.08990864456,
3263.800049,0.09422575682,
3263.600098,0.09324970096,
3263.399902,0.09230938554,
3263.199951,0.09314154834,
3263,0.09294264764,
3262.800049,0.08845497668,
3262.600098,0.09035100043,
3262.399902,0.09200469404,
3262.199951,0.09050828964,
3262,0.09048680216,
3261.800049,0.09077724814,
3261.600098,0.08947236836,
3261.399902,0.09155956656,
3261.199951,0.09222768247,
3261,0.09185706824,
3260.800049,0.08741140366,
3260.600098,0.0905893743,
3260.399902,0.09003685415,
3260.199951,0.09077109396,
3260,0.0923429057,
3259.800049,0.09265690297,
3259.600098,0.0937364623,
3259.399902,0.09230525047,
3259.199951,0.09100276977,
3259,0.09037439525,
3258.800049,0.08936268091,
3258.600098,0.09085526317,
3258.399902,0.09464661777,
3258.199951,0.09021508694,
3258,0.0909544155,
3257.800049,0.09161319584,
3257.600098,0.09192995727,
3257.399902,0.08949110657,
3257.199951,0.08961155266,
3257,0.08979884535,
3256.800049,0.08916527778,
3256.600098,0.09218847007,
3256.399902,0.09012616426,
3256.199951,0.09262527525,
3256,0.09071612358,
3255.800049,0.09167157114,
3255.600098,0.09005010128,
3255.399902,0.09250229597,
3255.199951,0.09096699208,
3255,0.08963809162,
3254.800049,0.0925700143,
3254.600098,0.09230256081,
3254.399902,0.08913924545,
3254.199951,0.09256001562,
3254,0.09215640277,
3253.800049,0.09336271882,
3253.600098,0.09013349563,
3253.399902,0.09096306562,
3253.199951,0.09023589641,
3253,0.0911340788,
3252.800049,0.08998258412,
3252.600098,0.09063255787,
3252.399902,0.08893267065,
3252.199951,0.09109349549,
3252,0.08979237825,
3251.800049,0.08881625533,
3251.600098,0.09057225287,
3251.399902,0.09199589491,
3251.199951,0.09098307788,
3251,0.09196652472,
3250.800049,0.08954852819,
3250.600098,0.09206878394,
3250.399902,0.09259589761,
3250.199951,0.09072486311,
3250,0.08869317174,
3249.800049,0.08856075257,
3249.600098,0.09303884953,
3249.399902,0.08908734471,
3249.199951,0.09099782258,
3249,0.0891924575,
3248.800049,0.08922722936,
3248.600098,0.09084571898,
3248.399902,0.0904891938,
3248.199951,0.08839839697,
3248,0.09021126479,
3247.800049,0.08999118209,
3247.600098,0.09226091206,
3247.399902,0.08961027861,
3247.199951,0.09175220132,
3247,0.09086269885,
3246.800049,0.09252881259,
3246.600098,0.0886843428,
3246.399902,0.08946979046,
3246.199951,0.09036875516,
3246,0.08983036131,
3245.800049,0.09179089963,
3245.600098,0.0908915773,
3245.399902,0.08983621746,
3245.199951,0.09003318846,
3245,0.08933605999,
3244.800049,0.0908806622,
3244.600098,0.09216978401,
3244.399902,0.09044209868,
3244.199951,0.09210926294,
3244,0.09091264009,
