V2O5-AM-02-Abs-Scan_8300-20000_cm-1_2x5mm_Vozduh-10-06-16,,
Wavenumber (cm-1),Abs,
14030,0.5210855603,
14040,0.525028944,
14050,0.5290975571,
14060,0.5321726203,
14070,0.5337543488,
14080,0.5334070921,
14090,0.5300420523,
14100,0.5263791084,
14110,0.522677958,
14120,0.5192982554,
14130,0.5188957453,
14140,0.5205581188,
14150,0.5236106515,
14160,0.5273961425,
14170,0.5305451155,
14180,0.5310865641,
14190,0.5304435492,
14200,0.5276100636,
14210,0.5240210891,
14220,0.5216029882,
14230,0.5201979876,
14240,0.5199707747,
14250,0.5220326781,
14260,0.5246157646,
14270,0.5263690352,
14280,0.5275127888,
14290,0.5280069709,
14300,0.5258685946,
14310,0.5238355994,
14320,0.5231388807,
14330,0.5230002999,
14340,0.5236750245,
14350,0.5255357623,
14360,0.5269039869,
14370,0.5278506279,
14380,0.5279583335,
14390,0.5275299549,
14400,0.5270084143,
14410,0.5259969234,
14420,0.525639832,
14430,0.5275268555,
14440,0.5287591219,
14450,0.530053556,
14460,0.5316161513,
14470,0.5314753652,
14480,0.5292357206,
14490,0.5276399851,
14500,0.5263888836,
14510,0.525889039,
14520,0.5269761086,
14530,0.5297181606,
14540,0.5332998037,
14550,0.5367449522,
14560,0.5382557511,
14570,0.5383201241,
14580,0.5363436341,
14590,0.5332170129,
14600,0.5291279554,
14610,0.5276037455,
14620,0.5279020071,
14630,0.5294576287,
14640,0.5334139466,
14650,0.5370690227,
14660,0.5394973159,
14670,0.5404298306,
14680,0.539485395,
14690,0.5366733074,
14700,0.5330297351,
14710,0.5298319459,
14720,0.5287268162,
14730,0.5304690599,
14740,0.5337276459,
14750,0.5381929278,
14760,0.5422649384,
14770,0.5439026356,
14780,0.5433236957,
14790,0.5407998562,
14800,0.5373821855,
14810,0.534863174,
14820,0.5333100557,
14830,0.5340263247,
14840,0.536812067,
14850,0.5396578312,
14860,0.5420693755,
14870,0.5440987945,
14880,0.5444220304,
14890,0.5427055359,
14900,0.5414539576,
14910,0.5407180786,
14920,0.5398550034,
14930,0.5397890806,
14940,0.5416027308,
14950,0.5436195731,
14960,0.5449202657,
14970,0.546253264,
14980,0.546734035,
14990,0.5458518863,
15000,0.5454682708,
15010,0.5454145074,
15020,0.545950532,
15030,0.547044456,
15040,0.5480829477,
15050,0.5490844846,
15060,0.5486834645,
15070,0.5475722551,
15080,0.5471688509,
15090,0.5465574265,
15100,0.5463394523,
15110,0.5481888056,
15120,0.5499406457,
15130,0.5519768,
15140,0.5540273786,
15150,0.5540812016,
15160,0.5525574088,
15170,0.5507727265,
15180,0.5488704443,
15190,0.5471425056,
15200,0.5473462343,
15210,0.5499161482,
15220,0.5528634787,
15230,0.5555073023,
15240,0.557859838,
15250,0.5585716367,
15260,0.5560437441,
15270,0.5530585647,
15280,0.5506109595,
15290,0.5486323237,
15300,0.5482808352,
15310,0.5512161851,
15320,0.5553298593,
15330,0.5580803752,
15340,0.5603604913,
15350,0.5616340637,
15360,0.5596021414,
15370,0.5563687682,
15380,0.5543980002,
15390,0.5530439019,
15400,0.5526763201,
15410,0.5544286966,
15420,0.5585632324,
15430,0.5615198612,
15440,0.5626915097,
15450,0.5644046664,
15460,0.5637754202,
15470,0.5602802634,
15480,0.5587258935,
15490,0.5585998893,
15500,0.5580912232,
15510,0.5599663854,
15520,0.5633750558,
15530,0.5657550097,
15540,0.5667029619,
15550,0.5668958426,
15560,0.5669003129,
15570,0.5656694174,
15580,0.5646418333,
15590,0.5657317042,
15600,0.5664474368,
15610,0.5667060018,
15620,0.5681894422,
15630,0.5691385269,
15640,0.5688964128,
15650,0.5685327053,
15660,0.5690566897,
15670,0.5699771047,
15680,0.5705633759,
15690,0.5723659396,
15700,0.5741474628,
15710,0.574192822,
15720,0.5737725496,
15730,0.5735521913,
15740,0.5718345046,
15750,0.5705810785,
15760,0.571123898,
15770,0.5728971958,
15780,0.5750588775,
15790,0.5777910948,
15800,0.5799888968,
15810,0.580263257,
15820,0.5792017579,
15830,0.5773365498,
15840,0.5752690434,
15850,0.5746047497,
15860,0.5759301186,
15870,0.5783477426,
15880,0.5818745494,
15890,0.5847225189,
15900,0.586273551,
15910,0.5860666037,
15920,0.5843181014,
15930,0.5819841027,
15940,0.5795717835,
15950,0.5792191029,
15960,0.5810388327,
15970,0.5835482478,
15980,0.5871317387,
15990,0.5905430317,
16000,0.591784358,
16010,0.5915331841,
16020,0.5908293724,
16030,0.5890277028,
16040,0.5879120827,
16050,0.5888454318,
16060,0.5908420086,
16070,0.5927333236,
16080,0.5951433182,
16090,0.5973137617,
16100,0.597319603,
16110,0.596498847,
16120,0.596395731,
16130,0.5955229402,
16140,0.5949385762,
16150,0.5964069366,
16160,0.5984181762,
16170,0.5992229581,
16180,0.6008641124,
16190,0.6024682522,
16200,0.6022737622,
16210,0.6020818949,
16220,0.6027200222,
16230,0.6032606363,
16240,0.6034574509,
16250,0.6045536399,
16260,0.6056015491,
16270,0.6052237153,
16280,0.6051312685,
16290,0.6058235765,
16300,0.6058568358,
16310,0.6067926884,
16320,0.6090608835,
16330,0.6106649637,
16340,0.6120417118,
16350,0.6130315065,
16360,0.6127924919,
16370,0.6117306948,
16380,0.610684216,
16390,0.6108871102,
16400,0.6118752956,
16410,0.6132976413,
16420,0.6159960628,
16430,0.6185000539,
16440,0.6191462874,
16450,0.6190348864,
16460,0.6180785894,
16470,0.6165038347,
16480,0.6161462069,
16490,0.6168373823,
16500,0.6186616421,
16510,0.6214632988,
16520,0.6242738962,
16530,0.6263293624,
16540,0.6263946891,
16550,0.6255815625,
16560,0.6248264313,
16570,0.6237984896,
16580,0.6236916184,
16590,0.6252821088,
16600,0.6266937852,
16610,0.6295030713,
16620,0.6316150427,
16630,0.6324778795,
16640,0.6326412559,
16650,0.6322415471,
16660,0.6321802735,
16670,0.6323387027,
16680,0.6331843138,
16690,0.6349926591,
16700,0.6369884014,
16710,0.638546288,
16720,0.6398448348,
16730,0.6399289966,
16740,0.6399099827,
16750,0.6400670409,
16760,0.6404710412,
16770,0.6414582729,
16780,0.6424741745,
16790,0.6436209083,
16800,0.6452839971,
16810,0.6459692717,
16820,0.6472770572,
16830,0.6484615207,
16840,0.6493791938,
16850,0.6507135034,
16860,0.6519645452,
16870,0.6524310112,
16880,0.6529262662,
16890,0.652977109,
16900,0.6532264352,
16910,0.6539800167,
16920,0.6557465792,
16930,0.6579734087,
16940,0.660125196,
16950,0.6620181203,
16960,0.663231492,
16970,0.6636691689,
16980,0.6640028358,
16990,0.6644662023,
17000,0.6653180718,
17010,0.6673280597,
17020,0.6706151962,
17030,0.6733872294,
17040,0.6757478714,
17050,0.6778055429,
17060,0.6784428954,
17070,0.6791536808,
17080,0.679813385,
17090,0.6809203625,
17100,0.6832023263,
17110,0.6862483025,
17120,0.6898723841,
17130,0.6926753521,
17140,0.6950001121,
17150,0.6969425082,
17160,0.6981122494,
17170,0.6994767785,
17180,0.7016537189,
17190,0.7044782043,
17200,0.7082049847,
17210,0.7119182348,
17220,0.7152991295,
17230,0.7185546756,
17240,0.7215340137,
17250,0.7240297198,
17260,0.7266582847,
17270,0.7296107411,
17280,0.7331806421,
17290,0.7366047502,
17300,0.740906775,
17310,0.744438827,
17320,0.748146832,
17330,0.7520721555,
17340,0.7558239698,
17350,0.7601733208,
17360,0.7644937634,
17370,0.7691802979,
17380,0.7738376856,
17390,0.7786598802,
17400,0.7836814523,
17410,0.7888786197,
17420,0.7940898538,
17430,0.7998307943,
17440,0.8053874969,
17450,0.8108139634,
17460,0.8161543608,
17470,0.8216689825,
17480,0.8272303343,
17490,0.8334138393,
17500,0.8403463364,
17510,0.8476780057,
17520,0.8554570675,
17530,0.8629469275,
17540,0.8703369498,
17550,0.8769953847,
17560,0.8838688731,
17570,0.8914254308,
17580,0.8992637396,
17590,0.90811342,
17600,0.9170204401,
17610,0.9268684387,
17620,0.9364663959,
17630,0.9458317161,
17640,0.9547896981,
17650,0.9638899565,
17660,0.9734461904,
17670,0.9840862751,
17680,0.9949887991,
17690,1.006251216,
17700,1.017543793,
17710,1.029521704,
17720,1.040973783,
17730,1.051960826,
17740,1.063757181,
17750,1.075712323,
17760,1.088235021,
17770,1.102080941,
17780,1.115581155,
17790,1.129498363,
17800,1.144012928,
17810,1.157957196,
17820,1.172737956,
17830,1.18730998,
17840,1.202455282,
17850,1.218293428,
17860,1.234308243,
17870,1.250354886,
17880,1.267250299,
17890,1.284002662,
17900,1.30148983,
17910,1.319708109,
17920,1.336885095,
17930,1.355937243,
17940,1.374334216,
17950,1.394006371,
17960,1.413366556,
17970,1.432918549,
17980,1.45389843,
17990,1.473280549,
18000,1.494509816,
18010,1.51422441,
18020,1.535064697,
18030,1.555040956,
18040,1.576306224,
18050,1.59893775,
18060,1.621205211,
18070,1.644113898,
18080,1.666679621,
18090,1.688914418,
18100,1.710912704,
18110,1.73246932,
18120,1.754428864,
18130,1.774998903,
18140,1.796581984,
18150,1.816587806,
18160,1.837428093,
18170,1.859008193,
18180,1.878823161,
18190,1.897613287,
18200,1.917088628,
18210,1.936686039,
18220,1.956378698,
18230,1.974307179,
18240,1.992393255,
18250,2.009421587,
18260,2.026185989,
18270,2.041362286,
18280,2.056519985,
18290,2.069779634,
18300,2.082350016,
18310,2.09433794,
18320,2.105769634,
18330,2.117833376,
18340,2.128041983,
18350,2.13809371,
18360,2.146852016,
18370,2.154253483,
18380,2.162996531,
18390,2.169175863,
18400,2.177244425,
18410,2.18312788,
18420,2.188030005,
18430,2.192198753,
18440,2.196738005,
18450,2.199587584,
18460,2.203997612,
18470,2.207685232,
18480,2.209086895,
18490,2.211491823,
18500,2.213760138,
18510,2.215134382,
18520,2.217180729,
18530,2.219411135,
18540,2.220764399,
18550,2.222429276,
18560,2.223982573,
18570,2.224805832,
18580,2.226288795,
18590,2.226914406,
18600,2.227606297,
18610,2.228615999,
18620,2.229510069,
18630,2.229707003,
18640,2.230989218,
18650,2.231562376,
18660,2.231973648,
18670,2.232928753,
18680,2.234155178,
18690,2.234025478,
18700,2.234032869,
18710,2.234817505,
18720,2.235167265,
18730,2.236307144,
18740,2.237218857,
18750,2.236560583,
18760,2.237170696,
18770,2.237929583,
18780,2.237941504,
18790,2.238636732,
18800,2.239013672,
18810,2.239372015,
18820,2.239778996,
18830,2.239724636,
18840,2.239533663,
18850,2.240470171,
18860,2.240859985,
18870,2.241599798,
18880,2.241312504,
18890,2.241456509,
18900,2.242382288,
18910,2.242860794,
18920,2.24296093,
18930,2.243570089,
18940,2.24399209,
18950,2.245319843,
18960,2.243999243,
18970,2.245420694,
18980,2.246174812,
18990,2.245781898,
19000,2.246264935,
19010,2.246057749,
19020,2.247656822,
19030,2.247389555,
19040,2.248169661,
19050,2.24822402,
19060,2.249217033,
19070,2.249596834,
19080,2.249471426,
19090,2.249223232,
19100,2.250470638,
19110,2.250476599,
19120,2.250550985,
19130,2.250993729,
19140,2.251072407,
19150,2.250589848,
19160,2.251309156,
19170,2.251343727,
19180,2.250504971,
19190,2.252964497,
19200,2.251072168,
19210,2.251258612,
19220,2.25202179,
19230,2.252482653,
19240,2.251571178,
19250,2.252472162,
19260,2.251988173,
19270,2.252699375,
19280,2.252336025,
19290,2.252105951,
19300,2.252675772,
19310,2.252623796,
19320,2.252981186,
19330,2.253864527,
19340,2.253360987,
19350,2.253600836,
19360,2.253908634,
19370,2.254149675,
19380,2.253367186,
19390,2.25393343,
19400,2.253796339,
19410,2.253814697,
19420,2.253843546,
19430,2.254460573,
19440,2.253707647,
19450,2.255128145,
19460,2.254815817,
19470,2.254101276,
19480,2.254578352,
19490,2.255157948,
19500,2.254691601,
19510,2.255846977,
19520,2.2549963,
19530,2.255037546,
19540,2.255224466,
19550,2.255883217,
19560,2.255227327,
19570,2.255913258,
19580,2.25531888,
19590,2.255368471,
19600,2.255532742,
19610,2.255907059,
19620,2.256122112,
19630,2.255511522,
19640,2.256668568,
19650,2.25658226,
19660,2.255992413,
19670,2.255647421,
19680,2.25684166,
19690,2.256461143,
19700,2.256061792,
19710,2.2560215,
19720,2.255874395,
19730,2.257160902,
19740,2.256944418,
19750,2.257307053,
19760,2.256245136,
19770,2.256645918,
19780,2.256483793,
19790,2.256923199,
19800,2.257032394,
19810,2.256795883,
19820,2.257146358,
19830,2.257249594,
19840,2.256083965,
19850,2.256961346,
19860,2.256862402,
19870,2.256681204,
19880,2.257293701,
19890,2.25714469,
19900,2.256771564,
19910,2.256873608,
19920,2.257422686,
19930,2.256631136,
19940,2.25757122,
19950,2.257232189,
19960,2.257237673,
19970,2.257131815,
19980,2.257348299,
19990,2.257770777,
20000,2.256899118,

