Vozduh-Abs-Kin,,
Time (min),Abs,
2.775000334,-0.0002106606844,
2.791666985,-0.0002044510184,
2.808333635,-0.0002212169056,
2.825000286,-0.0002157835843,
2.841666937,-0.0002227175282,
2.858333588,-0.0002141794539,
2.875000238,-0.0002089012851,
2.891666889,-0.0002196645364,
2.90833354,-0.0002062104322,
2.925000191,-0.0002166632767,
2.941666842,-0.0002064691653,
2.958333492,-0.000199793707,
2.975000143,-0.0002180604206,
2.991667032,-0.000220440721,
3.008333683,-0.0002231832332,
3.025000334,-0.0002153178648,
3.041666985,-0.0002025363501,
3.058333635,-0.0002157835843,
3.075000286,-0.0002201302414,
3.091666937,-0.0002022258705,
3.108333588,-0.0002234937128,
3.125000238,-0.0002158870775,
3.141666889,-0.0002111264039,
3.15833354,-0.000222355302,
3.175000191,-0.0002205442142,
3.191666842,-0.000216352797,
3.208333492,-0.0002122648293,
3.225000143,-0.0002208546939,
3.241667032,-0.0002191470849,
3.258333683,-0.000219716283,
3.275000334,-0.0002230279933,
3.291666985,-0.0002295996092,
3.308333635,-0.000225304786,
3.325000286,-0.000224062911,
3.341666937,-0.0002169737563,
3.358333588,-0.0002237006847,
3.375000238,-0.0002234419662,
3.391666889,-0.000228047269,
3.40833354,-0.0002292373974,
3.425000191,-0.0002378786594,
3.441666842,-0.0002214238921,
3.458333492,-0.0002319798514,
3.475000143,-0.0002213203989,
3.491667032,-0.000229806581,
3.508333683,-0.0002245286159,
3.525000334,-0.0002311002027,
3.541666985,-0.0002253565326,
3.558333635,-0.0002341531072,
3.575000286,-0.0002346705442,
3.591666937,-0.0002330664865,
3.608333588,-0.0002245803626,
3.625000238,-0.0002393792238,
3.641666889,-0.0002373094758,
3.65833354,-0.0002320833446,
3.675000191,-0.0002373612224,
3.691666842,-0.000231514161,
3.708333492,-0.0002338943887,
3.725000143,-0.00023896528,
3.741667032,-0.0002390170121,
3.758333683,-0.0002459505922,
3.775000334,-0.0002370507573,
3.791666985,-0.0002425355633,
3.808333635,-0.0002420181263,
3.825000286,-0.0002476580848,
3.841666937,-0.0002425872954,
3.858333588,-0.0002391722519,
3.875000238,-0.0002397931676,
3.891666889,-0.0002517457178,
3.90833354,-0.000240258858,
3.925000191,-0.0002451744513,
3.941666842,-0.0002329629933,
3.958333492,-0.0002445018035,
3.975000143,-0.0002583168971,
3.991667032,-0.0002535566746,
4.008333683,-0.0002465197467,
4.025000095,-0.0002577994892,
4.041666985,-0.0002519526752,
4.058333397,-0.0002391205053,
4.075000286,-0.0002522114082,
4.091666698,-0.0002449674648,
4.108333588,-0.0002510213235,
4.125000477,-0.0002524701122,
4.141666889,-0.0002494173241,
4.158333778,-0.0002576442494,
4.175000191,-0.0002430012537,
4.19166708,-0.0002660779865,
4.208333492,-0.0002513835207,
4.225000381,-0.0002375164622,
4.241666794,-0.0002590412623,
4.258333683,-0.0002564024762,
4.275000095,-0.0002490551269,
4.291666508,-0.0002531945065,
4.308333397,-0.000250193465,
4.324999809,-0.0002614213445,
4.341666698,-0.0002510730701,
4.358333111,-0.0002401036327,
4.375,-0.0002493655775,
4.391666889,-0.000261110923,
4.408333302,-0.0002542810689,
4.425000191,-0.0002436221548,
4.441666603,-0.0002532979706,
4.458333492,-0.0002469854371,
4.474999905,-0.0002586273476,
4.491666794,-0.0002483307326,
4.508333206,-0.0002593517129,
4.525000095,-0.0002415007039,
4.541666508,-0.0002455366484,
4.558333397,-0.0002579546999,
4.574999809,-0.0002567129268,
4.591666698,-0.0002476063382,
4.608333111,-0.0002588860516,
4.625,-0.0002633875119,
4.641666889,-0.0002528323093,
4.658333302,-0.0002482272685,
4.675000191,-0.0002654571144,
4.691666603,-0.0002426907886,
4.708333492,-0.0002522631548,
4.724999905,-0.000255160674,
4.741666794,-0.0002442430705,
4.758333206,-0.0002561437723,
4.775000095,-0.0002497277746,
4.791666508,-0.0002532979706,
4.808333397,-0.0002639049198,
4.824999809,-0.0002498830145,
4.841666698,-0.0002546432661,
4.858333111,-0.0002472958877,
4.875,-0.0002610074298,
4.891667366,-0.000244553521,
4.908333778,-0.0002561955189,
4.925000668,-0.0002549537166,
4.94166708,-0.0002578512358,
4.958333969,-0.0002510213235,
4.975000381,-0.0002573338279,
4.991667271,-0.0002545915195,
5.008333683,-0.0002594552061,
5.025000572,-0.0002734250447,
5.041666985,-0.0002718211326,
5.058333874,-0.0002569716307,
5.075000286,-0.0002696998126,
5.091667175,-0.0002709933033,
5.108334064,-0.0002701654739,
5.125000477,-0.0002584203903,
5.141667366,-0.0002665953944,
5.158333778,-0.0002599208674,
5.175000668,-0.0002588860516,
5.19166708,-0.0002638014266,
5.208333969,-0.0002628183574,
5.225000381,-0.0002622492029,
5.241667271,-0.000271407218,
5.258333683,-0.0002673197596,
5.275000572,-0.0002769950661,
5.291666985,-0.0002817549976,
5.308333874,-0.0002683545754,
5.325000286,-0.000272390258,
5.341667175,-0.0002635944693,
5.358334064,-0.0002650949464,
5.375000477,-0.0002803063253,
5.391667366,-0.0002685097861,
5.408333778,-0.0002650431998,
5.425000668,-0.0002790646104,
5.44166708,-0.0002721833007,
5.458333969,-0.00027513245,
5.475000381,-0.0002792198211,
5.491667271,-0.0002841867099,
5.508333683,-0.0002676302101,
5.525000572,-0.0002789611171,
5.541666985,-0.0002943789877,
5.558333874,-0.0002763224475,
5.575000286,-0.0002866701107,
5.591667175,-0.0002947411267,
5.608334064,-0.0002760637435,
5.625000477,-0.0002891535405,
5.641667366,-0.0002774606983,
5.658333778,-0.0002851697209,
5.675000668,-0.0002838762884,
5.69166708,-0.0002902917622,
5.708333969,-0.000293861609,
5.725000381,-0.000273890706,
5.741667271,-0.0002846523421,
5.758333683,-0.0002872392361,
5.775000572,-0.0002838762884,
5.791666985,-0.0002866701107,
5.808333874,-0.0002936029341,
5.825000286,-0.0002908608585,
5.841667175,-0.0002902400156,
5.858334064,-0.0002872909827,
5.875000477,-0.000294223777,
5.891667366,-0.0003000182624,
5.908333778,-0.0002842384274,
5.925000668,-0.000278495485,
5.94166708,-0.0002864631824,
5.958333969,-0.0002862044785,
5.975000381,-0.0002861527319,
5.991667271,-0.0002877566149,
6.008333683,-0.0002945341985,
6.025000572,-0.000281082408,
6.041666985,-0.0003038467257,
6.058333874,-0.0003005873587,
6.075000286,-0.0002872392361,
6.091667175,-0.0003017255513,
6.108334064,-0.0002986731124,
6.125000477,-0.0002968106128,
6.141667366,-0.0002973279625,
6.158333778,-0.0002959828125,
6.175000668,-0.0002948963374,
6.19166708,-0.0003038984723,
6.208333969,-0.0002862562251,
6.225000381,-0.000299811305,
6.241667271,-0.0002924647124,
6.258333683,-0.0002875496575,
6.275000572,-0.0003049331717,
6.291666985,-0.00028749794,
6.308333874,-0.0002863596892,
6.325000286,-0.0002919473336,
6.341667175,-0.0002793232852,
6.358334064,-0.0002974831732,
6.375000477,-0.0002976901305,
6.391667366,-0.0002992939553,
6.408333778,-0.0003056057321,
6.425000668,-0.0002943789877,
6.44166708,-0.000299086998,
6.458333969,-0.0002961380233,
6.475000381,-0.0002930338087,
6.491667271,-0.0002998630516,
6.508333683,-0.0003061230818,
6.525000572,-0.000309589348,
6.541666985,-0.0003087615769,
6.558333874,-0.0002969140769,
6.575000286,-0.0002997595875,
6.591667175,-0.0002990352805,
6.608334064,-0.0003022946476,
6.625000477,-0.0003021911834,
6.641667366,-0.0003089685342,
6.658333778,-0.0003060713643,
6.675000668,-0.0003089685342,
6.69166708,-0.0003167287214,
6.708333969,-0.000308502902,
6.725000381,-0.0002962415165,
6.741667271,-0.000321902131,
6.758333683,-0.0003116587468,
6.775000572,-0.0003063817567,
6.791666985,-0.0003176599566,
6.808333874,-0.0003068473889,
6.825000286,-0.0003108310048,
6.841667175,-0.0003184359521,
6.858334064,-0.0003160561901,
6.875000477,-0.0003077268775,
6.891667366,-0.0003088650701,
6.908333778,-0.0003082959738,
6.925000668,-0.0003103653726,
6.94166708,-0.0003108827223,
6.958333969,-0.0003059161536,
6.975000381,-0.0003110896796,
6.991667271,-0.0003300242242,
7.008333683,-0.0003282135585,
7.025000572,-0.0003159527259,
7.041666985,-0.0003192636941,
7.058333874,-0.0003092789557,
7.075000286,-0.0003205053217,
7.091667175,-0.0003154353763,
7.108334064,-0.0003215917095,
7.125000477,-0.0003192119766,
7.141667366,-0.0003138833272,
7.158333778,-0.0003098480229,
7.175000668,-0.0003216951736,
7.19166708,-0.0003201431828,
7.208333969,-0.0003297138319,
7.225000381,-0.0003226263798,
7.241667271,-0.0003149180266,
7.258333683,-0.0003149180266,
7.275000572,-0.0003214882454,
7.291666985,-0.0003244887921,
7.308333874,-0.0003238679783,
7.325000286,-0.0003282653051,
7.341667175,-0.000329455157,
7.358334064,-0.000334266253,
7.375000477,-0.0003186428803,
7.391667366,-0.0003401636786,
7.408333778,-0.0003300242242,
7.425000668,-0.0003221090592,
7.44166708,-0.0003369563201,
7.458333969,-0.0003401636786,
7.475000381,-0.0003357147507,
7.491667271,-0.0003264546394,
7.508333683,-0.0003252130409,
7.525000572,-0.0003100549802,
7.541666985,-0.000314504141,
7.558333874,-0.0003252647875,
7.575000286,-0.0003266615677,
7.591667175,-0.0003268167784,
7.608334064,-0.0003185911628,
7.625000477,-0.0003355595691,
7.641667366,-0.0003376288514,
7.658333778,-0.0003349387844,
7.675000668,-0.0003282135585,
7.69166708,-0.0003229368012,
7.708333969,-0.0003300759417,
7.725000381,-0.0003233506577,
7.741667271,-0.0003380427079,
7.758333683,-0.0003327142913,
7.775000572,-0.0003318348608,
7.791666985,-0.0003226781264,
7.808333874,-0.0003331281478,
7.825000286,-0.0003457506537,
7.841667175,-0.0003318865784,
7.858334064,-0.0003235058684,
7.875000477,-0.0003261442471,
7.891667366,-0.0003304380807,
7.908333778,-0.0003395946405,
7.925000668,-0.0003297138319,
7.94166708,-0.0003360768897,
7.958333969,-0.0003246440028,
7.975000381,-0.0003419225395,
7.991667271,-0.0003308001906,
8.00833416,-0.0003326108272,
8.025000572,-0.0003275927738,
8.041666985,-0.000329817296,
8.058333397,-0.0003297138319,
8.075000763,-0.0003394394589,
8.091667175,-0.0003252130409,
8.108333588,-0.0003325073631,
8.125000954,-0.0003306967265,
8.141667366,-0.0003256269265,
8.158333778,-0.000333697215,
8.175000191,-0.0003237127967,
8.191667557,-0.0003398532863,
8.208333969,-0.0003480785235,
8.225000381,-0.0003391290666,
8.241666794,-0.0003289378365,
8.25833416,-0.0003331798944,
8.275000572,-0.000332869502,
8.291666985,-0.0003259890655,
8.308333397,-0.0003333868226,
8.325000763,-0.0003491648531,
8.341667175,-0.0003389738558,
8.358333588,-0.0003509754024,
8.375000954,-0.0003277479846,
8.391667366,-0.0003405258176,
8.408333778,-0.0003255234624,
8.425000191,-0.0003295068746,
8.441667557,-0.000348130241,
8.458333969,-0.0003503546468,
8.475000381,-0.0003409913916,
8.491666794,-0.0003375771048,
8.50833416,-0.0003510788665,
8.525000572,-0.0003546999651,
8.541666985,-0.0003387669276,
8.558333397,-0.0003430606448,
8.574999809,-0.0003441469744,
8.591666222,-0.000340939645,
8.608333588,-0.0003590969718,
8.625,-0.0003437848645,
8.641666412,-0.0003536136355,
8.658333778,-0.000344198721,
8.675000191,-0.0003489062074,
8.691666603,-0.0003468887298,
8.708333015,-0.0003443539026,
8.725000381,-0.000344198721,
8.741666794,-0.0003569243418,
8.758333206,-0.0003462162276,
8.774999619,-0.0003439400753,
8.791666985,-0.000357234705,
8.808333397,-0.0003471473756,
8.824999809,-0.0003586313978,
8.841666222,-0.0003516479046,
8.858333588,-0.0003538722813,
8.875,-0.0003505098575,
8.891666412,-0.0003561484045,
8.908333778,-0.000340939645,
8.925000191,-0.0003590452252,
8.941666603,-0.0003413535014,
8.958333015,-0.000344198721,
8.975000381,-0.0003419225395,
8.991666794,-0.0003493717813,
9.008333206,-0.0003393359948,
9.024999619,-0.0003541826736,
9.041666985,-0.0003560966579,
9.058333397,-0.0003394911764,
9.074999809,-0.0003299724776,
9.091666222,-0.0003280583769,
9.108333588,-0.0003568208776,
9.125,-0.0003490096715,
9.141666412,-0.0003479233419,
9.158333778,-0.0003469404473,
9.175000191,-0.0003490096715,
9.191666603,-0.0003477681312,
9.208333015,-0.0003534584539,
9.225000381,-0.0003544413194,
9.241666794,-0.000347095629,
9.258333206,-0.0003465265909,
9.274999619,-0.0003565622319,
9.291666985,-0.0003554241848,
9.308333397,-0.0003508202208,
9.324999809,-0.0003569760593,
9.341666222,-0.0003553207207,
9.358333588,-0.000344198721,
9.375,-0.0003623559023,
9.391666412,-0.0003469404473,
9.408333778,-0.0003430088982,
9.425000191,-0.0003599246265,
9.441666603,-0.0003498890728,
9.458333015,-0.000354130927,
9.475000381,-0.0003565622319,
9.491666794,-0.0003635973844,
9.508333206,-0.0003593556175,
9.524999619,-0.0003570278059,
9.541666985,-0.000354027492,
9.558333397,-0.0003564587678,
9.574999809,-0.0003591486893,
9.591666222,-0.000356200122,
9.608333588,-0.0003600798082,
9.625,-0.0003601315548,
9.641666412,-0.0003510788665,
9.658333778,-0.0003559931938,
9.675000191,-0.0003572864516,
9.691666603,-0.0003420777502,
9.708333015,-0.0003489579249,
9.725000381,-0.0003484406334,
9.741666794,-0.0003542343911,
9.75833416,-0.0003531998082,
9.775000572,-0.0003629766288,
9.791667938,-0.0003593556175,
9.808334351,-0.0003608040279,
9.825000763,-0.0003582175705,
9.841668129,-0.0003695461201,
9.858334541,-0.0003733222547,
9.875000954,-0.0003715117928,
9.891667366,-0.0003709427838,
9.908334732,-0.0003583210346,
9.925001144,-0.0003668045392,
9.941667557,-0.0003629766288,
9.958333969,-0.0003684598487,
9.975001335,-0.0003670114675,
9.991667747,-0.0003758051607,
10.00833416,-0.0003572864516,
10.02500057,-0.0003566139494,
10.04166794,-0.0003689253936,
10.05833435,-0.0003596659808,
10.07500076,-0.0003630283754,
10.09166813,-0.0003757016966,
10.10833454,-0.0003647354024,
10.12500095,-0.0003759086248,
10.14166737,-0.0003747706069,
10.15833473,-0.0003757534432,
10.17500114,-0.0003668045392,
10.19166756,-0.0003704772389,
10.20833397,-0.0003669597208,
10.22500134,-0.0003743568086,
10.24166775,-0.0003734257189,
10.25833416,-0.0003740464454,
10.27500057,-0.0003628731647,
10.29166794,-0.0003618386108,
10.30833435,-0.0003596142633,
10.32500076,-0.0003640112118,
10.34166813,-0.0003690288577,
10.35833454,-0.0003661320661,
10.37500095,-0.0003653044114,
10.39166737,-0.0003770983312,
10.40833473,-0.0003630800929,
10.42500114,-0.0003740981629,
10.44166756,-0.0003800984996,
10.45833397,-0.0003646319383,
10.47500134,-0.0003763741697,
10.49166775,-0.0003676839115,
10.50833416,-0.0003735291539,
10.52500057,-0.0003632352746,
10.54166794,-0.0003667010751,
10.55833435,-0.0003684081021,
10.57500076,-0.0003815468226,
10.59166813,-0.0003832538205,
10.60833454,-0.0003671666491,
10.62500095,-0.0003732705081,
10.64166737,-0.0003862539306,
10.65833473,-0.0003768397146,
10.67500114,-0.0003667528217,
10.69166756,-0.0003829951747,
10.70833397,-0.0003741498804,
10.72500134,-0.0003758051607,
10.74166775,-0.0003691840393,
10.75833416,-0.0003782880667,
10.77500057,-0.0003702185932,
10.79166794,-0.0003714600462,
10.80833435,-0.0003841331636,
10.82500076,-0.0003765293513,
10.84166813,-0.0003639077477,
10.85833454,-0.0003721325193,
10.87500095,-0.0003764776047,
10.89166737,-0.0003805122979,
10.90833473,-0.0003768397146,
10.92500114,-0.0003691840393,
10.94166756,-0.0003738912637,
10.95833397,-0.0003828399931,
10.97500134,-0.0003803053987,
10.99166775,-0.0003824779124,
11.00833416,-0.0003867194464,
11.02500057,-0.0003832020739,
11.04166794,-0.0003885298502,
11.05833435,-0.000386771193,
11.07500076,-0.0003790122282,
11.09166813,-0.0003765293513,
11.10833454,-0.0003745119902,
11.12500095,-0.0003746671719,
11.14166737,-0.0003875987895,
11.15833473,-0.0003830986388,
11.17500114,-0.0003820641141,
11.19166756,-0.0003872367088,
11.20833397,-0.0003814433876,
11.22500134,-0.0003817537508,
11.24166775,-0.0003952541447,
11.25833416,-0.0003839262354,
11.27500057,-0.0003667528217,
11.29166794,-0.0003903919715,
11.30833435,-0.0003980472684,
11.32500076,-0.0003804088628,
11.34166813,-0.0003935989516,
11.35833454,-0.0003900816082,
11.37500095,-0.0003705806739,
11.39166737,-0.0003797881363,
11.40833473,-0.0003773052595,
11.42500114,-0.0003909609513,
11.44166756,-0.0003885815677,
11.45833397,-0.0003914782137,
11.47500134,-0.0003971679544,
11.49166775,-0.0004022369394,
11.50833416,-0.000392771326,
11.52500057,-0.0003978920868,
11.54166794,-0.000391892012,
11.55833435,-0.0003975300351,
11.57500076,-0.0004004265938,
11.59166813,-0.0003959265596,
11.60833454,-0.0003945817007,
11.62500095,-0.0003925644269,
11.64166737,-0.0004049265699,
11.65833473,-0.0003965989745,
11.67500114,-0.0003815985692,
11.69166756,-0.0003842883452,
11.70833397,-0.0003920471936,
11.72500134,-0.0004099437501,
11.74166775,-0.0003923575277,
11.75833416,-0.0003941679024,
11.77500057,-0.0003888402134,
11.79166794,-0.0004069437855,
11.80833435,-0.0004142884573,
11.82500076,-0.0003969610552,
11.84166813,-0.0003951506806,
11.85833454,-0.0003911678505,
11.87500095,-0.0003978403693,
11.89166737,-0.0003879091528,
11.90833473,-0.000403271406,
11.92500114,-0.0003998058964,
11.94166756,-0.0003999610781,
11.95833397,-0.0004003748763,
11.97500134,-0.0004049265699,
11.99166775,-0.0003923575277,
12.00833416,-0.0004089610011,
12.02500057,-0.0004012024438,
12.04166794,-0.0003960299946,
12.05833435,-0.0003978920868,
12.07500076,-0.0003965989745,
12.09166813,-0.0004019265762,
12.10833454,-0.0004083920503,
12.12500095,-0.0004059610364,
12.14166737,-0.0004021852219,
12.15833473,-0.000405133469,
12.17500114,-0.0004007886455,
12.19166756,-0.0004038921033,
12.20833397,-0.000405030034,
12.22500134,-0.0004061679356,
12.24166775,-0.0003978403693,
12.25833416,-0.0004076679179,
12.27500057,-0.0004039955384,
12.29166794,-0.0004122712708,
12.30833435,-0.000409633416,
12.32500076,-0.000406788633,
12.34166813,-0.0004086506669,
12.35833454,-0.0004131505557,
12.37500095,-0.0004008403921,
12.39166737,-0.0003991851991,
12.40833473,-0.0004063231172,
12.42500114,-0.0004029093543,
12.44166756,-0.0004151160247,
12.45833397,-0.0004133574548,
12.47500134,-0.0003978920868,
12.49166775,-0.0004049782874,
12.50833416,-0.0004166676954,
12.52500057,-0.0004004783113,
12.54166794,-0.0004148056905,
12.55833435,-0.0004090127186,
12.57500076,-0.000412891939,
12.59166813,-0.0004233915242,
12.60833454,-0.0004168228479,
12.62500095,-0.0003965989745,
12.64166737,-0.0004123747349,
12.65833473,-0.0004112885508,
12.67500114,-0.0004033748701,
12.69166756,-0.0004250983475,
12.70833397,-0.000420288241,
12.72500134,-0.0004193055211,
12.74166775,-0.0004070472496,
12.75833416,-0.0004151160247,
12.77500057,-0.0004112885508,
12.79166794,-0.0004173917987,
12.80833435,-0.0004065300163,
12.82500076,-0.0004068403505,
12.84166813,-0.0004177538503,
12.85833454,-0.0004219950642,
12.87500095,-0.0004259258858,
12.89166737,-0.0004213226784,
12.90833473,-0.0004189951869,
12.92500114,-0.0004358045117,
12.94166756,-0.0004345115158,
12.95833397,-0.0004217881651,
12.97500134,-0.0004139781231,
12.99166775,-0.0004181676486,
13.00833416,-0.0004316669074,
13.02500057,-0.0004245293967,
13.04166794,-0.0004311497032,
13.05833435,-0.0004218916001,
13.07500076,-0.0004218916001,
13.09166813,-0.0004205468576,
13.10833454,-0.0004338391591,
13.12500095,-0.0004166159779,
13.14166737,-0.0004183228011,
13.15833473,-0.0004193572386,
13.17500114,-0.0004207537277,
13.19166756,-0.0004289774224,
13.20833397,-0.0004162539262,
13.22500134,-0.0004224088334,
13.24166775,-0.0004240121925,
13.25833416,-0.0004143401748,
13.27500057,-0.0004245811433,
13.29166794,-0.0004193055211,
13.30833435,-0.0004193572386,
13.32500076,-0.0004278912966,
13.34166813,-0.0004384422209,
13.35833454,-0.000421477831,
13.37500095,-0.000421477831,
13.39166737,-0.0004328047507,
13.40833473,-0.0004293394741,
13.42500114,-0.000420495111,
13.44166756,-0.0004255638341,
13.45833397,-0.0004227708851,
13.47500134,-0.0004247880133,
13.49166775,-0.0004180641845,
13.50833416,-0.0004158918455,
13.52500057,-0.0004312014207,
13.54166794,-0.00042266745,
13.55833435,-0.0004198227543,
13.57500076,-0.0004277361149,
13.59166813,-0.0004234432708,
13.60833454,-0.0004252017825,
13.62500095,-0.0004334253899,
13.64166737,-0.0004255121166,
13.65833473,-0.0004183228011,
13.67500114,-0.000424167345,
13.69166756,-0.0004262362199,
13.70833397,-0.0004267534241,
13.72500134,-0.0004155815113,
13.74166775,-0.0004308393691,
13.75833416,-0.0004404075735,
13.77500057,-0.0004354424891,
13.79166794,-0.0004185814178,
13.80833435,-0.0004280464491,
13.82500076,-0.000440769596,
13.84166813,-0.0004379767634,
13.85833454,-0.0004326495982,
13.87500095,-0.0004313048557,
13.89166737,-0.0004312531382,
13.90833473,-0.0004330116208,
13.92500114,-0.0004308393691,
13.94166756,-0.0004151677422,
13.95833397,-0.0004472344881,
13.97500134,-0.0004423728969,
13.99166775,-0.0004327530332,
14.00833416,-0.000436942355,
14.02500057,-0.0004427866661,
14.04166794,-0.0004282016016,
14.05833435,-0.0004350804375,
14.07500076,-0.0004494583991,
14.09166813,-0.0004338908766,
14.10833454,-0.0004410799302,
14.12500095,-0.000440355856,
14.14166737,-0.0004324426991,
14.15833473,-0.0004322875466,
14.17500114,-0.0004246845783,
14.19166756,-0.0004274775274,
14.20833397,-0.0004329081858,
14.22500134,-0.0004377698642,
14.24166775,-0.0004414419527,
14.25833416,-0.0004420108744,
14.27500057,-0.0004437176103,
14.29166794,-0.0004509064893,
14.30833435,-0.0004337874416,
14.32500076,-0.0004405110085,
14.34166813,-0.0004366837675,
14.35833454,-0.00043683892,
14.37500095,-0.0004325461341,
14.39166737,-0.0004412350827,
14.40833473,-0.0004296497791,
14.42500114,-0.0004400972684,
14.44166756,-0.0004364768683,
14.45833397,-0.0004491997825,
14.47500134,-0.0004360114108,
14.49166775,-0.0004244776792,
14.50833416,-0.0004372009425,
14.52500057,-0.0004408730601,
14.54166794,-0.0004295980616,
14.55833435,-0.0004495618341,
