Baseline 100%T,,
Wavenumber (cm-1),%T,
4483.3,98.4792172964,
4484.3,98.5079049731,
4484.3,98.5079049731,
4485.3,98.4956681915,
4485.3,98.4956681915,
4486.3,98.4582185830,
4486.3,98.4582185830,
4487.3,98.5197544303,
4487.3,98.5197544303,
4488.3,98.5046566032,
4488.3,98.5046566032,
4489.3,98.5198199243,
4489.3,98.5198199243,
4490.3,98.5418140822,
4490.3,98.5418140822,
4491.4,98.5025763507,
4491.4,98.5025763507,
4492.4,98.5421836779,
4492.4,98.5421836779,
4493.4,98.5636353924,
4493.4,98.5636353924,
4494.4,98.5229850225,
4494.4,98.5229850225,
4495.4,98.5731363780,
4495.4,98.5731363780,
4496.4,98.5645830506,
4496.4,98.5645830506,
4497.4,98.5733509343,
4497.4,98.5733509343,
4498.4,98.6069738430,
4498.4,98.6069738430,
4499.4,98.5686599772,
4499.4,98.5686599772,
4500.5,98.6077964168,
4500.5,98.6077964168,
4501.5,98.6236810489,
4501.5,98.6236810489,
4502.5,98.5855877475,
4502.5,98.5855877475,
4503.5,98.6244082719,
4503.5,98.6244082719,
4504.5,98.6246169120,
4504.5,98.6246169120,
4505.5,98.6112833389,
4505.5,98.6112833389,
4506.5,98.6539363444,
4506.5,98.6539363444,
4507.6,98.6237644830,
4507.6,98.6237644830,
4508.6,98.6602007871,
4508.6,98.6602007871,
4509.6,98.6900448598,
4509.6,98.6900448598,
4510.6,98.6545324118,
4510.6,98.6545324118,
4511.6,98.6836075316,
4511.6,98.6836075316,
4512.6,98.7168431791,
4512.6,98.7168431791,
4513.7,98.6794412054,
4513.7,98.6794412054,
4514.7,98.7160802393,
4514.7,98.7160802393,
4515.7,98.7005114407,
4515.7,98.7005114407,
4516.7,98.7109840004,
4516.7,98.7109840004,
4517.7,98.7514615229,
4517.7,98.7514615229,
4518.8,98.7200915600,
4518.8,98.7200915600,
4519.8,98.7277567827,
4519.8,98.7277567827,
4520.8,98.7433195032,
4520.8,98.7433195032,
4521.8,98.7168609613,
4521.8,98.7168609613,
4522.8,98.7524032574,
4522.8,98.7524032574,
4523.9,98.7606883470,
4523.9,98.7606883470,
4524.9,98.7607240332,
4524.9,98.7607240332,
4525.9,98.7845420785,
4525.9,98.7845420785,
4526.9,98.7485825853,
4526.9,98.7485825853,
4528.0,98.7804353573,
4528.0,98.7804353573,
4529.0,98.7980425125,
4529.0,98.7980425125,
4530.0,98.7641810991,
4530.0,98.7641810991,
4531.0,98.8016963396,
4531.0,98.8016963396,
4532.1,98.8041817733,
4532.1,98.8041817733,
4533.1,98.7973272507,
4533.1,98.7973272507,
4534.1,98.8169073985,
4534.1,98.8169073985,
4535.1,98.8005995733,
4535.1,98.8005995733,
4536.2,98.7954795857,
4536.2,98.7954795857,
4537.2,98.8109766992,
4537.2,98.8109766992,
4538.2,98.8020360822,
4538.2,98.8020360822,
4539.3,98.8166392297,
4539.3,98.8166392297,
4540.3,98.8088130615,
4540.3,98.8088130615,
4541.3,98.7914920013,
4541.3,98.7914920013,
4542.4,98.8378644477,
4542.4,98.8378644477,
4543.4,98.8287686997,
4543.4,98.8287686997,
4544.4,98.8290786526,
4544.4,98.8290786526,
4545.5,98.8375783119,
4545.5,98.8375783119,
4546.5,98.7972677166,
4546.5,98.7972677166,
4547.5,98.8362729069,
4547.5,98.8362729069,
4548.6,98.8372564629,
4548.6,98.8372564629,
4549.6,98.7910747570,
4549.6,98.7910747570,
4550.6,98.8320469383,
4550.6,98.8320469383,
4551.7,98.8159656846,
4551.7,98.8159656846,
4552.7,98.8147557096,
4552.7,98.8147557096,
4553.7,98.8454819013,
4553.7,98.8454819013,
4554.8,98.8097191096,
4554.8,98.8097191096,
4555.8,98.8218546176,
4555.8,98.8218546176,
4556.8,98.8201320532,
4556.8,98.8201320532,
4557.9,98.7971007663,
4557.9,98.7971007663,
4558.9,98.8270044767,
4558.9,98.8270044767,
4560.0,98.8165199258,
4560.0,98.8165199258,
4561.0,98.7857639701,
4561.0,98.7857639701,
4562.0,98.8130867736,
4562.0,98.8130867736,
4563.1,98.7749994286,
4563.1,98.7749994286,
4564.1,98.7658620229,
4564.1,98.7658620229,
4565.2,98.7916350023,
4565.2,98.7916350023,
4566.2,98.7468659570,
4566.2,98.7468659570,
4567.3,98.7602174390,
4567.3,98.7602174390,
4568.3,98.7227082098,
4568.3,98.7227082098,
4569.3,98.6982404797,
4569.3,98.6982404797,
4570.4,98.7519800370,
4570.4,98.7519800370,
4571.4,98.7373232412,
4571.4,98.7373232412,
4572.5,98.7156032994,
4572.5,98.7156032994,
4573.5,98.7175106502,
4573.5,98.7175106502,
4574.6,98.6706078129,
4574.6,98.6706078129,
4575.6,98.7045168371,
4575.6,98.7045168371,
4576.7,98.7146258228,
4576.7,98.7146258228,
4577.7,98.6323416649,
4577.7,98.6323416649,
4578.8,98.6572146018,
4578.8,98.6572146018,
4579.8,98.6106991632,
4579.8,98.6106991632,
4580.9,98.5872328623,
4580.9,98.5872328623,
4581.9,98.6074388397,
4581.9,98.6074388397,
4583.0,98.5339999603,
4583.0,98.5339999603,
4584.0,98.5471069992,
4584.0,98.5471069992,
4585.1,98.5152423210,
4585.1,98.5152423210,
4586.1,98.4683394022,
4586.1,98.4683394022,
4587.2,98.4690666413,
4587.2,98.4690666413,
4588.2,98.4418391738,
4588.2,98.4418391738,
4589.3,98.4422743647,
4589.3,98.4422743647,
4590.3,98.4583794709,
4590.3,98.4583794709,
4591.4,98.4121739904,
4591.4,98.4121739904,
4592.4,98.4304069970,
4592.4,98.4304069970,
4593.5,98.4340369903,
4593.5,98.4340369903,
4594.5,98.4033882625,
4594.5,98.4033882625,
4595.6,98.4311580192,
4595.6,98.4311580192,
4596.6,98.4292268613,
4596.6,98.4292268613,
4597.7,98.3881354685,
4597.7,98.3881354685,
4598.8,98.4048962308,
4598.8,98.4048962308,
4599.8,98.3923196679,
4599.8,98.3923196679,
4600.9,98.4019935284,
4600.9,98.4019935284,
4601.9,98.4249949739,
4601.9,98.4249949739,
4603.0,98.3696043105,
4603.0,98.3696043105,
4604.1,98.4085262327,
4604.1,98.4085262327,
4605.1,98.4257936564,
4605.1,98.4257936564,
4606.2,98.3993529888,
4606.2,98.3993529888,
4607.2,98.4456360499,
4607.2,98.4456360499,
4608.3,98.4169602816,
4608.3,98.4169602816,
4609.4,98.4391034154,
4609.4,98.4391034154,
4610.4,98.4863639066,
4610.4,98.4863639066,
4611.5,98.4580933779,
4611.5,98.4580933779,
4612.5,98.4754979992,
4612.5,98.4754979992,
4613.6,98.4623908773,
4613.6,98.4623908773,
4614.7,98.4525680408,
4614.7,98.4525680408,
4615.7,98.5069334610,
4615.7,98.5069334610,
4616.8,98.4609425209,
4616.8,98.4609425209,
4617.9,98.4816372803,
4617.9,98.4816372803,
4618.9,98.5170901324,
4618.9,98.5170901324,
4620.0,98.4801590746,
4620.0,98.4801590746,
4621.1,98.4961986695,
4621.1,98.4961986695,
4622.1,98.4897195997,
4622.1,98.4897195997,
4623.2,98.4725654454,
4623.2,98.4725654454,
4624.3,98.5133827140,
4624.3,98.5133827140,
4625.3,98.4972357658,
4625.3,98.4972357658,
4626.4,98.4934390117,
4626.4,98.4934390117,
4627.5,98.5313594703,
4627.5,98.5313594703,
4628.6,98.4874724968,
4628.6,98.4874724968,
4629.6,98.4942436354,
4629.6,98.4942436354,
4630.7,98.5028028991,
4630.7,98.5028028991,
4631.8,98.4859764628,
4631.8,98.4859764628,
4632.8,98.5249042867,
4632.8,98.5249042867,
4633.9,98.4816372803,
4633.9,98.4816372803,
4635.0,98.4804749034,
4635.0,98.4804749034,
4636.1,98.5264897571,
4636.1,98.5264897571,
4637.1,98.4743237636,
4637.1,98.4743237636,
4638.2,98.4988808848,
4638.2,98.4988808848,
4639.3,98.5205709948,
4639.3,98.5205709948,
4640.4,98.4821439236,
4640.4,98.4821439236,
4641.4,98.5141754590,
4641.4,98.5141754590,
4642.5,98.5013783455,
4642.5,98.5013783455,
4643.6,98.4831452860,
4643.6,98.4831452860,
4644.7,98.5180139981,
4644.7,98.5180139981,
4645.8,98.4909236937,
4645.8,98.4909236937,
4646.8,98.5025763507,
4646.8,98.5025763507,
4647.9,98.5165894357,
4647.9,98.5165894357,
4649.0,98.4725415834,
4649.0,98.4725415834,
4650.1,98.5171616457,
4650.1,98.5171616457,
4651.2,98.5143363325,
4651.2,98.5143363325,
4652.2,98.5000729452,
4652.2,98.5000729452,
4653.3,98.5153377054,
4653.3,98.5153377054,
4654.4,98.4943866286,
4654.4,98.4943866286,
4655.5,98.5036611478,
4655.5,98.5036611478,
4656.6,98.5254466483,
4656.6,98.5254466483,
4657.7,98.4895169475,
4657.7,98.4895169475,
4658.7,98.5197007676,
4658.7,98.5197007676,
4659.8,98.5220730471,
4659.8,98.5220730471,
4660.9,98.4991729049,
4660.9,98.4991729049,
4662.0,98.5294997704,
4662.0,98.5294997704,
4663.1,98.5162675757,
4663.1,98.5162675757,
4664.2,98.5099613611,
4664.2,98.5099613611,
4665.3,98.5360562590,
4665.3,98.5360562590,
4666.4,98.4985053258,
4666.4,98.4985053258,
4667.4,98.5268056287,
4667.4,98.5268056287,
4668.5,98.5461473575,
4668.5,98.5461473575,
4669.6,98.5108494585,
4669.6,98.5108494585,
4670.7,98.5433698172,
4670.7,98.5433698172,
4671.8,98.5027968791,
4671.8,98.5027968791,
4672.9,98.5241830793,
4672.9,98.5241830793,
4674.0,98.5606015095,
4674.0,98.5606015095,
4675.1,98.5098003889,
4675.1,98.5098003889,
4676.2,98.5331177817,
4676.2,98.5331177817,
4677.3,98.5337734456,
4677.3,98.5337734456,
4678.4,98.5146283987,
4678.4,98.5146283987,
4679.5,98.5576927350,
4679.5,98.5576927350,
4680.6,98.5482632941,
4680.6,98.5482632941,
4681.6,98.5554993484,
4681.6,98.5554993484,
4682.7,98.5454440629,
4682.7,98.5454440629,
4683.8,98.5234677929,
4683.8,98.5234677929,
4684.9,98.5527753307,
4684.9,98.5527753307,
4686.0,98.5375523141,
4686.0,98.5375523141,
4687.1,98.5309899151,
4687.1,98.5309899151,
4688.2,98.5851883914,
4688.2,98.5851883914,
4689.3,98.5574125881,
4689.3,98.5574125881,
4690.4,98.5333800044,
4690.4,98.5333800044,
4691.5,98.5694587685,
4691.5,98.5694587685,
4692.6,98.5303282478,
4692.6,98.5303282478,
4693.7,98.5413670401,
4693.7,98.5413670401,
4694.8,98.5582173119,
4694.8,98.5582173119,
4695.9,98.5233008831,
4695.9,98.5233008831,
4697.0,98.5603809575,
4697.0,98.5603809575,
4698.1,98.5453307926,
4698.1,98.5453307926,
4699.2,98.5312104014,
4699.2,98.5312104014,
4700.4,98.5777915054,
4700.4,98.5777915054,
4701.5,98.5395193016,
4701.5,98.5395193016,
4702.6,98.5552668666,
4702.6,98.5552668666,
4703.7,98.5495805339,
4703.7,98.5495805339,
4704.8,98.5193729819,
4704.8,98.5193729819,
4705.9,98.5659122397,
4705.9,98.5659122397,
4707.0,98.5386908525,
4707.0,98.5386908525,
4708.1,98.5415041848,
4708.1,98.5415041848,
4709.2,98.5670804863,
4709.2,98.5670804863,
4710.3,98.5356927086,
4710.3,98.5356927086,
4711.4,98.5669672967,
4711.4,98.5669672967,
4712.5,98.5625029065,
4712.5,98.5625029065,
4713.6,98.5303163099,
4713.6,98.5303163099,
4714.8,98.5654294726,
4714.8,98.5654294726,
4715.9,98.5454856942,
4715.9,98.5454856942,
4717.0,98.5432565491,
4717.0,98.5432565491,
4718.1,98.5839724688,
4718.1,98.5839724688,
4719.2,98.5360443204,
4719.2,98.5360443204,
4720.3,98.5629499390,
4720.3,98.5629499390,
4721.4,98.5571802076,
4721.4,98.5571802076,
4722.6,98.5422850053,
4722.6,98.5422850053,
4723.7,98.5707104468,
4723.7,98.5707104468,
4724.8,98.5577285591,
4724.8,98.5577285591,
4725.9,98.5412300011,
4725.9,98.5412300011,
4727.0,98.5811353038,
4727.0,98.5811353038,
4728.1,98.5516250059,
4728.1,98.5516250059,
4729.3,98.5656857572,
4729.3,98.5656857572,
4730.4,98.5720992225,
4730.4,98.5720992225,
4731.5,98.5480606272,
4731.5,98.5480606272,
4732.6,98.5823809996,
4732.6,98.5823809996,
4733.7,98.5604464784,
4733.7,98.5604464784,
4734.8,98.5486925098,
4734.8,98.5486925098,
4736.0,98.5886991441,
4736.0,98.5886991441,
4737.1,98.5479831743,
4737.1,98.5479831743,
4738.2,98.5605358830,
4738.2,98.5605358830,
4739.3,98.5905349079,
4739.3,98.5905349079,
4740.5,98.5401630690,
4740.5,98.5401630690,
4741.6,98.5754132335,
4741.6,98.5754132335,
4742.7,98.5706090902,
4742.7,98.5706090902,
4743.8,98.5588192475,
4743.8,98.5588192475,
4745.0,98.5987365362,
4745.0,98.5987365362,
4746.1,98.5551714436,
4746.1,98.5551714436,
4747.2,98.5747278037,
4747.2,98.5747278037,
4748.3,98.5853790843,
4748.3,98.5853790843,
4749.5,98.5560596316,
4749.5,98.5560596316,
4750.6,98.5833644602,
4750.6,98.5833644602,
4751.7,98.5828936579,
4751.7,98.5828936579,
4752.9,98.5709071360,
4752.9,98.5709071360,
4754.0,98.5882162656,
4754.0,98.5882162656,
4755.1,98.5560118668,
4755.1,98.5560118668,
4756.2,98.5697150638,
4756.2,98.5697150638,
4757.4,98.6132383699,
4757.4,98.6132383699,
4758.5,98.5738277156,
4758.5,98.5738277156,
4759.6,98.5819399041,
4759.6,98.5819399041,
4760.8,98.6035585436,
4760.8,98.6035585436,
4761.9,98.5785901591,
4761.9,98.5785901591,
4763.0,98.6114144485,
4763.0,98.6114144485,
4764.2,98.5684156274,
4764.2,98.5684156274,
4765.3,98.5705553997,
4765.3,98.5705553997,
4766.4,98.6054838179,
4766.4,98.6054838179,
4767.6,98.5704362875,
4767.6,98.5704362875,
4768.7,98.6006975562,
4768.7,98.6006975562,
4769.9,98.5972523444,
4769.9,98.5972523444,
4771.0,98.5550463265,
4771.0,98.5550463265,
4772.1,98.6089587106,
4772.1,98.6089587106,
4773.3,98.5910058525,
4773.3,98.5910058525,
4774.4,98.5954999714,
4774.4,98.5954999714,
4775.5,98.5953510169,
4775.5,98.5953510169,
4776.7,98.5664427787,
4776.7,98.5664427787,
4777.8,98.5937535499,
4777.8,98.5937535499,
4779.0,98.6138760630,
4779.0,98.6138760630,
4780.1,98.5814094930,
4780.1,98.5814094930,
4781.3,98.6110270414,
4781.3,98.6110270414,
4782.4,98.5956131939,
4782.4,98.5956131939,
4783.5,98.5924840305,
4783.5,98.5924840305,
4784.7,98.6135243850,
4784.7,98.6135243850,
4785.8,98.5773801313,
4785.8,98.5773801313,
4787.0,98.6027658193,
4787.0,98.6027658193,
4788.1,98.6182927646,
4788.1,98.6182927646,
4789.3,98.5738455778,
4789.3,98.5738455778,
4790.4,98.6337959270,
4790.4,98.6337959270,
4791.6,98.6215412864,
4791.6,98.6215412864,
4792.7,98.5799908844,
4792.7,98.5799908844,
4793.9,98.6261188587,
4793.9,98.6261188587,
4795.0,98.6064255349,
4795.0,98.6064255349,
4796.2,98.6161112467,
4796.2,98.6161112467,
4797.3,98.6258924496,
4797.3,98.6258924496,
4798.5,98.5837936174,
4798.5,98.5837936174,
4799.6,98.6360788368,
4799.6,98.6360788368,
4800.8,98.6324548240,
4800.8,98.6324548240,
4801.9,98.6043453535,
4801.9,98.6043453535,
4803.1,98.6393273101,
4803.1,98.6393273101,
4804.2,98.5989808556,
4804.2,98.5989808556,
4805.4,98.6092030551,
4805.4,98.6092030551,
4806.5,98.6482977342,
4806.5,98.6482977342,
4807.7,98.5999882691,
4807.7,98.5999882691,
4808.8,98.6240625840,
4808.8,98.6240625840,
4810.0,98.6281454604,
4810.0,98.6281454604,
4811.2,98.6124873332,
4811.2,98.6124873332,
4812.3,98.6501932071,
4812.3,98.6501932071,
4813.5,98.6186206680,
4813.5,98.6186206680,
4814.6,98.6152112035,
4814.6,98.6152112035,
4815.8,98.6400067373,
4815.8,98.6400067373,
4817.0,98.6081361270,
4817.0,98.6081361270,
4818.1,98.6347675268,
4818.1,98.6347675268,
4819.3,98.6424505566,
4819.3,98.6424505566,
4820.4,98.6134469864,
4820.4,98.6134469864,
4821.6,98.6358999967,
4821.6,98.6358999967,
4822.8,98.6296415387,
4822.8,98.6296415387,
4823.9,98.6263275025,
4823.9,98.6263275025,
4825.1,98.6476898577,
4825.1,98.6476898577,
4826.3,98.6146211891,
4826.3,98.6146211891,
4827.4,98.6331760836,
4827.4,98.6331760836,
4828.6,98.6560523739,
4828.6,98.6560523739,
4829.8,98.6114740823,
4829.8,98.6114740823,
4830.9,98.6382782471,
4830.9,98.6382782471,
4832.1,98.6357986790,
4832.1,98.6357986790,
4833.3,98.6308753685,
4833.3,98.6308753685,
4834.4,98.6735403396,
4834.4,98.6735403396,
4835.6,98.6444115995,
4835.6,98.6444115995,
4836.8,98.6398578214,
4836.8,98.6398578214,
4837.9,98.6520230290,
4837.9,98.6520230290,
4839.1,98.6377954431,
4839.1,98.6377954431,
4840.3,98.6753583214,
4840.3,98.6753583214,
4841.4,98.6536800418,
4841.4,98.6536800418,
4842.6,98.6198842848,
4842.6,98.6198842848,
4843.8,98.6629426899,
4843.8,98.6629426899,
4845.0,98.6538708671,
4845.0,98.6538708671,
4846.1,98.6702382644,
4846.1,98.6702382644,
4847.3,98.6612200394,
4847.3,98.6612200394,
4848.5,98.6265301189,
4848.5,98.6265301189,
4849.7,98.6636519011,
4849.7,98.6636519011,
4850.8,98.6733972979,
4850.8,98.6733972979,
4852.0,98.6197233447,
4852.0,98.6197233447,
4853.2,98.6651361405,
4853.2,98.6651361405,
4854.4,98.6732483315,
4854.4,98.6732483315,
4855.5,98.6624121604,
4855.5,98.6624121604,
4856.7,98.6824333539,
4856.7,98.6824333539,
4857.9,98.6443937247,
4857.9,98.6443937247,
4859.1,98.6662804905,
4859.1,98.6662804905,
4860.3,98.6739754969,
4860.3,98.6739754969,
4861.4,98.6410320212,
4861.4,98.6410320212,
4862.6,98.6937463338,
4862.6,98.6937463338,
4863.8,98.6715435923,
4863.8,98.6715435923,
4865.0,98.6507951754,
4865.0,98.6507951754,
4866.2,98.6741006591,
4866.2,98.6741006591,
4867.4,98.6540615870,
4867.4,98.6540615870,
4868.5,98.6832082016,
4868.5,98.6832082016,
4869.7,98.6935496112,
4869.7,98.6935496112,
4870.9,98.6471832089,
4870.9,98.6471832089,
4872.1,98.6787974805,
4872.1,98.6787974805,
4873.3,98.6815869853,
4873.3,98.6815869853,
4874.5,98.6762046364,
4874.5,98.6762046364,
4875.7,98.6884534772,
4875.7,98.6884534772,
4876.9,98.6553788657,
4876.9,98.6553788657,
4878.0,98.6679673651,
4878.0,98.6679673651,
4879.2,98.6959874550,
4879.2,98.6959874550,
4880.4,98.6590504778,
4880.4,98.6590504778,
4881.6,98.6740887035,
4881.6,98.6740887035,
4882.8,98.6661851715,
4882.8,98.6661851715,
4884.0,98.6735165345,
4884.0,98.6735165345,
4885.2,98.7085283230,
4885.2,98.7085283230,
4886.4,98.6660182313,
4886.4,98.6660182313,
4887.6,98.6776590161,
4887.6,98.6776590161,
4888.8,98.6930012448,
4888.8,98.6930012448,
4890.0,98.6560642216,
4890.0,98.6560642216,
4891.2,98.6873268585,
4891.2,98.6873268585,
4892.4,98.6733078968,
4892.4,98.6733078968,
4893.6,98.6632346678,
4893.6,98.6632346678,
4894.8,98.7024367032,
4894.8,98.7024367032,
4896.0,98.6676811921,
4896.0,98.6676811921,
4897.2,98.6827552275,
4897.2,98.6827552275,
4898.4,98.6969828432,
4898.4,98.6969828432,
4899.6,98.6816823192,
4899.6,98.6816823192,
4900.8,98.6991822360,
4900.8,98.6991822360,
4902.0,98.6892461496,
4902.0,98.6892461496,
4903.2,98.6754059323,
4903.2,98.6754059323,
4904.4,98.7066328934,
4904.4,98.7066328934,
4905.6,98.6654460032,
4905.6,98.6654460032,
4906.8,98.6869514276,
4906.8,98.6869514276,
4908.0,98.7022638810,
4908.0,98.7022638810,
4909.2,98.6758112615,
4909.2,98.6758112615,
4910.4,98.7138927481,
4910.4,98.7138927481,
4911.6,98.7034738542,
4911.6,98.7034738542,
4912.8,98.6837327060,
4912.8,98.6837327060,
4914.0,98.7169086981,
4914.0,98.7169086981,
4915.2,98.6891746173,
4915.2,98.6891746173,
4916.4,98.6842870523,
4916.4,98.6842870523,
4917.6,98.7271666241,
4917.6,98.7271666241,
4918.8,98.7128674477,
4918.8,98.7128674477,
4920.0,98.7031459862,
4920.0,98.7031459862,
4921.3,98.7021267241,
4921.3,98.7021267241,
4922.5,98.6768126886,
4922.5,98.6768126886,
4923.7,98.7293184173,
4923.7,98.7293184173,
4924.9,98.7034797808,
4924.9,98.7034797808,
4926.1,98.6959457601,
4926.1,98.6959457601,
4927.3,98.7287640300,
4927.3,98.7287640300,
4928.5,98.6813008786,
4928.5,98.6813008786,
4929.8,98.7156032994,
4929.8,98.7156032994,
4931.0,98.7260282370,
4931.0,98.7260282370,
4932.2,98.6860156079,
4932.2,98.6860156079,
4933.4,98.7305880047,
4933.4,98.7305880047,
4934.6,98.7031042886,
4934.6,98.7031042886,
4935.8,98.7062037304,
4935.8,98.7062037304,
4937.1,98.7359582868,
4937.1,98.7359582868,
4938.3,98.6889302862,
4938.3,98.6889302862,
4939.5,98.7292706745,
4939.5,98.7292706745,
4940.7,98.7205326386,
4940.7,98.7205326386,
4941.9,98.6934542659,
4941.9,98.6934542659,
4943.2,98.7461566772,
4943.2,98.7461566772,
4944.4,98.7297654652,
4944.4,98.7297654652,
4945.6,98.7149834711,
4945.6,98.7149834711,
4946.8,98.7300753195,
4946.8,98.7300753195,
4948.0,98.7065851615,
4948.0,98.7065851615,
4949.3,98.7376987580,
4949.3,98.7376987580,
4950.5,98.7444341618,
4950.5,98.7444341618,
4951.7,98.6840128943,
4951.7,98.6840128943,
4952.9,98.7284005093,
4952.9,98.7284005093,
4954.2,98.7227201712,
4954.2,98.7227201712,
4955.4,98.7375140167,
4955.4,98.7375140167,
4956.6,98.7659990566,
4956.6,98.7659990566,
4957.9,98.7070262854,
4957.9,98.7070262854,
4959.1,98.7282634221,
4959.1,98.7282634221,
4960.3,98.7450421049,
4960.3,98.7450421049,
4961.5,98.7121820147,
4961.5,98.7121820147,
4962.8,98.7415373250,
4962.8,98.7415373250,
4964.0,98.7213373181,
4964.0,98.7213373181,
4965.2,98.7199723730,
4965.2,98.7199723730,
4966.5,98.7562775513,
4966.5,98.7562775513,
4967.7,98.7200975936,
4967.7,98.7200975936,
4968.9,98.7365007514,
4968.9,98.7365007514,
4970.2,98.7336635374,
4970.2,98.7336635374,
4971.4,98.7063527465,
4971.4,98.7063527465,
4972.7,98.7647473341,
4972.7,98.7647473341,
4973.9,98.7489461802,
4973.9,98.7489461802,
4975.1,98.7169802505,
4975.1,98.7169802505,
4976.4,98.7398683551,
4976.4,98.7398683551,
4977.6,98.7217247351,
4977.6,98.7217247351,
4978.8,98.7581789111,
4978.8,98.7581789111,
4980.1,98.7675309024,
4980.1,98.7675309024,
4981.3,98.7155258207,
4981.3,98.7155258207,
4982.6,98.7440407266,
4982.6,98.7440407266,
4983.8,98.7283586951,
4983.8,98.7283586951,
4985.0,98.7416028604,
4985.0,98.7416028604,
4986.3,98.7627923704,
4986.3,98.7627923704,
4987.5,98.7291931850,
4987.5,98.7291931850,
4988.8,98.7507522101,
4988.8,98.7507522101,
4990.0,98.7675070746,
4990.0,98.7675070746,
4991.3,98.7391531969,
4991.3,98.7391531969,
4992.5,98.7559378603,
4992.5,98.7559378603,
4993.8,98.7460732453,
4993.8,98.7460732453,
4995.0,98.7320541957,
4995.0,98.7320541957,
4996.3,98.7874925026,
4996.3,98.7874925026,
4997.5,98.7657964714,
4997.5,98.7657964714,
4998.8,98.7344861093,
4998.8,98.7344861093,
5000.0,98.7494587517,
5000.0,98.7494587517,
5001.3,97.5237370392,
5001.3,97.5237370392,
5002.5,97.5264846886,
5002.5,97.5264846886,
5003.8,97.5565850858,
5003.8,97.5565850858,
5005.0,97.5158690805,
5005.0,97.5158690805,
5006.3,97.5378036185,
5006.3,97.5378036185,
5007.5,97.5825548788,
5007.5,97.5825548788,
5008.8,97.5369393518,
5008.8,97.5369393518,
5010.0,97.5543499635,
5010.0,97.5543499635,
5011.3,97.5568055896,
5011.3,97.5568055896,
5012.5,97.5558995238,
5012.5,97.5558995238,
5013.8,97.5961506662,
5013.8,97.5961506662,
5015.0,97.5292027183,
5015.0,97.5292027183,
5016.3,97.5412965243,
5016.3,97.5412965243,
5017.6,97.5977301904,
5017.6,97.5977301904,
5018.8,97.5696326202,
5018.8,97.5696326202,
5020.1,97.5870967832,
5020.1,97.5870967832,
5021.3,97.5905954316,
5021.3,97.5905954316,
5022.6,97.5578070619,
5022.6,97.5578070619,
5023.9,97.5885390857,
5023.9,97.5885390857,
5025.1,97.5653528507,
5025.1,97.5653528507,
5026.4,97.5596905785,
5026.4,97.5596905785,
5027.7,97.5900174056,
5027.7,97.5900174056,
5028.9,97.5736141996,
5028.9,97.5736141996,
5030.2,97.5757003624,
5030.2,97.5757003624,
5031.4,97.5877821465,
5031.4,97.5877821465,
5032.7,97.5541056188,
5032.7,97.5541056188,
5034.0,97.5797951861,
5034.0,97.5797951861,
5035.2,97.5736439124,
5035.2,97.5736439124,
5036.5,97.5785076484,
5036.5,97.5785076484,
5037.8,97.5972473520,
5037.8,97.5972473520,
5039.1,97.5668668071,
5039.1,97.5668668071,
5040.3,97.5705624573,
5040.3,97.5705624573,
5041.6,97.5968658130,
5041.6,97.5968658130,
5042.9,97.5737512538,
5042.9,97.5737512538,
5044.1,97.5989817732,
5044.1,97.5989817732,
5045.4,97.5854040077,
5045.4,97.5854040077,
5046.7,97.5485444083,
5046.7,97.5485444083,
5048.0,97.5951253597,
5048.0,97.5951253597,
5049.2,97.5727140459,
5049.2,97.5727140459,
5050.5,97.5667297625,
5050.5,97.5667297625,
5051.8,97.6019919156,
5051.8,97.6019919156,
5053.1,97.5771724192,
5053.1,97.5771724192,
5054.3,97.6060867976,
5054.3,97.6060867976,
5055.6,97.5795746302,
5055.6,97.5795746302,
5056.9,97.5589215170,
5056.9,97.5589215170,
5058.2,97.6003110218,
5058.2,97.6003110218,
5059.4,97.5830615002,
5059.4,97.5830615002,
5060.7,97.5887538014,
5060.7,97.5887538014,
5062.0,97.6024329178,
5062.0,97.6024329178,
5063.3,97.5714027489,
5063.3,97.5714027489,
5064.6,97.6051151791,
5064.6,97.6051151791,
5065.9,97.5961326681,
5065.9,97.5961326681,
5067.1,97.5715816464,
5067.1,97.5715816464,
5068.4,97.6216017679,
5068.4,97.6216017679,
5069.7,97.5921750749,
5069.7,97.5921750749,
5071.0,97.5841879639,
5071.0,97.5841879639,
5072.3,97.6111530999,
5072.3,97.6111530999,
5073.6,97.5786149952,
5073.6,97.5786149952,
5074.9,97.5952268640,
5074.9,97.5952268640,
5076.1,97.6019322660,
5076.1,97.6019322660,
5077.4,97.5753844005,
5077.4,97.5753844005,
5078.7,97.6294458052,
5078.7,97.6294458052,
5080.0,97.5982605433,
5080.0,97.5982605433,
5081.3,97.5675344533,
5081.3,97.5675344533,
5082.6,97.6042748062,
5082.6,97.6042748062,
5083.9,97.5844024610,
5083.9,97.5844024610,
5085.2,97.6196347852,
5085.2,97.6196347852,
5086.5,97.6100146040,
5086.5,97.6100146040,
5087.8,97.5672007341,
5087.8,97.5672007341,
5089.1,97.6251602719,
5089.1,97.6251602719,
5090.4,97.6211190204,
5090.4,97.6211190204,
5091.6,97.5736677658,
5091.6,97.5736677658,
5092.9,97.6048707051,
5092.9,97.6048707051,
5094.2,97.5867330713,
5094.2,97.5867330713,
5095.5,97.6270138940,
5095.5,97.6270138940,
5096.8,97.6142347896,
