Baseline 100%T,,
Wavenumber (cm-1),%T,
3489.8,112.0122907351,
3490.4,112.0124338977,
3490.4,112.0124338977,
3491.0,111.9937897770,
3491.0,111.9937897770,
3491.6,112.0229841990,
3491.6,112.0229841990,
3492.2,111.9629501091,
3492.2,111.9629501091,
3492.8,111.9423390381,
3492.8,111.9423390381,
3493.4,111.9538430479,
3493.4,111.9538430479,
3494.1,111.9500757870,
3494.1,111.9500757870,
3494.7,111.9983193800,
3494.7,111.9983193800,
3495.3,112.0075347849,
3495.3,112.0075347849,
3495.9,111.9631047325,
3495.9,111.9631047325,
3496.5,111.9533062336,
3496.5,111.9533062336,
3497.1,111.9143607987,
3497.1,111.9143607987,
3497.7,111.9338154986,
3497.7,111.9338154986,
3498.3,111.9896772661,
3498.3,111.9896772661,
3499.0,111.9430899299,
3499.0,111.9430899299,
3499.6,111.9289044613,
3499.6,111.9289044613,
3500.2,111.8942021007,
3500.2,111.8942021007,
3500.8,111.8492480682,
3500.8,111.8492480682,
3501.4,111.8675706569,
3501.4,111.8675706569,
3502.0,111.8363263821,
3502.0,111.8363263821,
3502.6,111.8251327615,
3502.6,111.8251327615,
3503.2,111.8642572871,
3503.2,111.8642572871,
3503.9,111.8316767066,
3503.9,111.8316767066,
3504.5,111.8170622320,
3504.5,111.8170622320,
3505.1,111.7768765187,
3505.1,111.7768765187,
3505.7,111.7318153182,
3505.7,111.7318153182,
3506.3,111.8013266605,
3506.3,111.8013266605,
3506.9,111.8052481173,
3506.9,111.8052481173,
3507.5,111.7898229788,
3507.5,111.7898229788,
3508.2,111.7825393306,
3508.2,111.7825393306,
3508.8,111.7431165371,
3508.8,111.7431165371,
3509.4,111.7635969752,
3509.4,111.7635969752,
3510.0,111.7958422228,
3510.0,111.7958422228,
3510.6,111.7809179318,
3510.6,111.7809179318,
3511.2,111.8204001034,
3511.2,111.8204001034,
3511.9,111.8237380745,
3511.9,111.8237380745,
3512.5,111.8284584034,
3512.5,111.8284584034,
3513.1,111.8716124719,
3513.1,111.8716124719,
3513.7,111.8371245326,
3513.7,111.8371245326,
3514.3,111.8676541401,
3514.3,111.8676541401,
3514.9,111.9246128828,
3514.9,111.9246128828,
3515.6,111.9027015029,
3515.6,111.9027015029,
3516.2,111.9239206754,
3516.2,111.9239206754,
3516.8,111.8750930370,
3516.8,111.8750930370,
3517.4,111.8404265481,
3517.4,111.8404265481,
3518.0,111.8852733820,
3518.0,111.8852733820,
3518.6,111.8701577095,
3518.6,111.8701577095,
3519.3,111.8919014700,
3519.3,111.8919014700,
3519.9,111.8682865049,
3519.9,111.8682865049,
3520.5,111.8026616107,
3520.5,111.8026616107,
3521.1,111.8197085431,
3521.1,111.8197085431,
3521.7,111.7542386797,
3521.7,111.7542386797,
3522.4,111.7312671063,
3522.4,111.7312671063,
3523.0,111.7626191218,
3523.0,111.7626191218,
3523.6,111.7216824763,
3523.6,111.7216824763,
3524.2,111.7317434364,
3524.2,111.7317434364,
3524.9,111.7361780986,
3524.9,111.7361780986,
3525.5,111.6796735325,
3525.5,111.6796735325,
3526.1,111.6922973595,
3526.1,111.6922973595,
3526.7,111.6774079671,
3526.7,111.6774079671,
3527.3,111.6964104464,
3527.3,111.6964104464,
3528.0,111.7344500256,
3528.0,111.7344500256,
3528.6,111.7245076582,
3528.6,111.7245076582,
3529.2,111.7552279649,
3529.2,111.7552279649,
3529.8,111.7938399268,
3529.8,111.7938399268,
3530.5,111.8066070902,
3530.5,111.8066070902,
3531.1,111.8673326825,
3531.1,111.8673326825,
3531.7,111.8633150127,
3531.7,111.8633150127,
3532.3,111.8743896237,
3532.3,111.8743896237,
3532.9,111.9355562558,
3532.9,111.9355562558,
3533.6,111.9112255515,
3533.6,111.9112255515,
3534.2,111.8980769048,
3534.2,111.8980769048,
3534.8,111.8972658438,
3534.8,111.8972658438,
3535.4,111.9004966836,
3535.4,111.9004966836,
3536.1,111.9514230745,
3536.1,111.9514230745,
3536.7,111.9608881584,
3536.7,111.9608881584,
3537.3,111.9121912667,
3537.3,111.9121912667,
3537.9,111.9399788436,
3537.9,111.9399788436,
3538.6,111.9243383023,
3538.6,111.9243383023,
3539.2,111.9230863850,
3539.2,111.9230863850,
3539.8,111.9329571315,
3539.8,111.9329571315,
3540.4,111.8996856050,
3540.4,111.8996856050,
3541.1,111.9316215894,
3541.1,111.9316215894,
3541.7,111.8921634908,
3541.7,111.8921634908,
3542.3,111.8268008461,
3542.3,111.8268008461,
3543.0,111.8428345267,
3543.0,111.8428345267,
3543.6,111.7846967612,
3543.6,111.7846967612,
3544.2,111.7530701457,
3544.2,111.7530701457,
3544.8,111.7681862986,
3544.8,111.7681862986,
3545.5,111.7365835245,
3545.5,111.7365835245,
3546.1,111.7362145195,
3546.1,111.7362145195,
3546.7,111.7255925163,
3546.7,111.7255925163,
3547.4,111.7150069773,
3547.4,111.7150069773,
3548.0,111.7809054667,
3548.0,111.7809054667,
3548.6,111.8032456554,
3548.6,111.8032456554,
3549.2,111.8224978340,
3549.2,111.8224978340,
3549.9,111.8922229982,
3549.9,111.8922229982,
3550.5,111.9279741265,
3550.5,111.9279741265,
3551.1,111.9847416849,
3551.1,111.9847416849,
3551.8,112.0337959246,
3551.8,112.0337959246,
3552.4,112.0393987131,
3552.4,112.0393987131,
3553.0,112.1276377717,
3553.0,112.1276377717,
3553.7,112.1431229917,
3553.7,112.1431229917,
3554.3,112.1555683134,
3554.3,112.1555683134,
3554.9,112.2057917168,
3554.9,112.2057917168,
3555.6,112.2142791742,
3555.6,112.2142791742,
3556.2,112.2511028052,
3556.2,112.2511028052,
3556.8,112.2952464297,
3556.8,112.2952464297,
3557.5,112.2975466837,
3557.5,112.2975466837,
3558.1,112.3645068600,
3558.1,112.3645068600,
3558.7,112.3455767094,
3558.7,112.3455767094,
3559.4,112.3243691310,
3559.4,112.3243691310,
3560.0,112.3683690339,
3560.0,112.3683690339,
3560.6,112.3186114267,
3560.6,112.3186114267,
3561.3,112.2685195351,
3561.3,112.2685195351,
3561.9,112.2236009088,
3561.9,112.2236009088,
3562.5,112.1668219509,
3562.5,112.1668219509,
3563.2,112.1281619576,
3563.2,112.1281619576,
3563.8,112.0501399390,
3563.8,112.0501399390,
3564.4,111.9570736033,
3564.4,111.9570736033,
3565.1,111.9512319764,
3565.1,111.9512319764,
3565.7,111.9072792585,
3565.7,111.9072792585,
3566.3,111.9107599773,
3566.3,111.9107599773,
3567.0,111.9211077328,
3567.0,111.9211077328,
3567.6,111.9148849487,
3567.6,111.9148849487,
3568.2,111.9661329047,
3568.2,111.9661329047,
3568.9,112.0267510321,
3568.9,112.0267510321,
3569.5,112.1128201710,
3569.5,112.1128201710,
3570.2,112.2206687705,
3570.2,112.2206687705,
3570.8,112.2902752283,
3570.8,112.2902752283,
3571.4,112.3423696350,
3571.4,112.3423696350,
3572.1,112.4056096227,
3572.1,112.4056096227,
3572.7,112.4216915794,
3572.7,112.4216915794,
3573.3,112.4335052477,
3573.3,112.4335052477,
3574.0,112.4642970219,
3574.0,112.4642970219,
3574.6,112.4803661478,
3574.6,112.4803661478,
3575.3,112.5223992677,
3575.3,112.5223992677,
3575.9,112.5070575820,
3575.9,112.5070575820,
3576.5,112.5079155279,
3576.5,112.5079155279,
3577.2,112.5593780793,
3577.2,112.5593780793,
3577.8,112.4904992896,
3577.8,112.4904992896,
3578.5,112.5034097057,
3578.5,112.5034097057,
3579.1,112.5241163612,
3579.1,112.5241163612,
3579.7,112.4927398569,
3579.7,112.4927398569,
3580.4,112.5164268023,
3580.4,112.5164268023,
3581.0,112.4891879698,
3581.0,112.4891879698,
3581.7,112.4686478853,
3581.7,112.4686478853,
3582.3,112.4975086928,
3582.3,112.4975086928,
3582.9,112.4708175920,
3582.9,112.4708175920,
3583.6,112.4473813851,
3583.6,112.4473813851,
3584.2,112.4045605875,
3584.2,112.4045605875,
3584.9,112.3435260215,
3584.9,112.3435260215,
3585.5,112.3430017911,
3585.5,112.3430017911,
3586.2,112.3273492621,
3586.2,112.3273492621,
3586.8,112.3083232556,
3586.8,112.3083232556,
3587.4,112.3988508370,
3587.4,112.3988508370,
3588.1,112.4526855779,
3588.1,112.4526855779,
3588.7,112.5236868451,
3588.7,112.5236868451,
3589.4,112.6296641567,
3589.4,112.6296641567,
3590.0,112.6409885521,
3590.0,112.6409885521,
3590.7,112.7426025259,
3590.7,112.7426025259,
3591.3,112.8220435102,
3591.3,112.8220435102,
3592.0,112.7990846609,
3592.0,112.7990846609,
3592.6,112.8364321850,
3592.6,112.8364321850,
3593.2,112.8462557088,
3593.2,112.8462557088,
3593.9,112.8229503075,
3593.9,112.8229503075,
3594.5,112.8283138303,
3594.5,112.8283138303,
3595.2,112.7977726476,
3595.2,112.7977726476,
3595.8,112.8059149274,
3595.8,112.8059149274,
3596.5,112.7915862600,
3596.5,112.7915862600,
3597.1,112.7371550776,
3597.1,112.7371550776,
3597.8,112.7736927358,
3597.8,112.7736927358,
3598.4,112.7536539274,
3598.4,112.7536539274,
3599.1,112.7368572306,
3599.1,112.7368572306,
3599.7,112.8223541636,
3599.7,112.8223541636,
3600.4,112.8212567205,
3600.4,112.8212567205,
3601.0,112.8536822379,
3601.0,112.8536822379,
3601.7,112.8843905815,
3601.7,112.8843905815,
3602.3,112.8567577286,
3602.3,112.8567577286,
3603.0,112.9108902403,
3603.0,112.9108902403,
3603.6,112.9216791761,
3603.6,112.9216791761,
3604.3,112.9044051695,
3604.3,112.9044051695,
3604.9,112.9033689103,
3604.9,112.9033689103,
3605.6,112.8167393156,
3605.6,112.8167393156,
3606.2,112.7630475521,
3606.2,112.7630475521,
3606.9,112.7560022615,
3606.9,112.7560022615,
3607.5,112.6865981428,
3607.5,112.6865981428,
3608.2,112.7031920684,
3608.2,112.7031920684,
3608.8,112.6994488942,
3608.8,112.6994488942,
3609.5,112.7205609842,
3609.5,112.7205609842,
3610.1,112.7768395693,
3610.1,112.7768395693,
3610.8,112.7709155079,
3610.8,112.7709155079,
3611.4,112.8098967801,
3611.4,112.8098967801,
3612.1,112.9019859558,
3612.1,112.9019859558,
3612.7,112.9177088739,
3612.7,112.9177088739,
3613.4,112.9368904291,
3613.4,112.9368904291,
3614.0,112.9519458045,
3614.0,112.9519458045,
3614.7,112.9490372677,
3614.7,112.9490372677,
3615.3,113.0020023981,
3615.3,113.0020023981,
3616.0,113.0182627461,
3616.0,113.0182627461,
3616.6,113.0122785024,
3616.6,113.0122785024,
3617.3,113.1217482404,
3617.3,113.1217482404,
3617.9,113.1437061515,
3617.9,113.1437061515,
3618.6,113.1816269892,
3618.6,113.1816269892,
3619.3,113.2268785720,
3619.3,113.2268785720,
3619.9,113.2486577490,
3619.9,113.2486577490,
3620.6,113.3190272224,
3620.6,113.3190272224,
3621.2,113.4052399787,
3621.2,113.4052399787,
3621.9,113.4355428056,
3621.9,113.4355428056,
3622.5,113.4830471799,
3622.5,113.4830471799,
3623.2,113.4750487494,
3623.2,113.4750487494,
3623.8,113.3959173613,
3623.8,113.3959173613,
3624.5,113.3345486517,
3624.5,113.3345486517,
3625.2,113.2077332198,
3625.2,113.2077332198,
3625.8,113.0890254963,
3625.8,113.0890254963,
3626.5,112.9508974834,
3626.5,112.9508974834,
3627.1,112.7730010834,
3627.1,112.7730010834,
3627.8,112.7015824487,
3627.8,112.7015824487,
3628.4,112.6074553728,
3628.4,112.6074553728,
3629.1,112.5437494625,
3629.1,112.5437494625,
3629.8,112.6098277063,
3629.8,112.6098277063,
3630.4,112.6049517262,
3630.4,112.6049517262,
3631.1,112.6591084116,
3631.1,112.6591084116,
3631.7,112.7682921519,
3631.7,112.7682921519,
3632.4,112.7938028321,
3632.4,112.7938028321,
3633.1,112.9385353776,
3633.1,112.9385353776,
3633.7,113.0599499036,
3633.7,113.0599499036,
3634.4,113.0724193773,
3634.4,113.0724193773,
3635.0,113.1821512498,
3635.0,113.1821512498,
3635.7,113.2300973002,
3635.7,113.2300973002,
3636.4,113.2857440504,
3636.4,113.2857440504,
3637.0,113.4267090362,
3637.0,113.4267090362,
3637.7,113.4674664817,
3637.7,113.4674664817,
3638.3,113.5506148905,
3638.3,113.5506148905,
3639.0,113.6281368343,
3639.0,113.6281368343,
3639.7,113.6358263399,
3639.7,113.6358263399,
3640.3,113.6724826673,
3640.3,113.6724826673,
3641.0,113.7015704658,
3641.0,113.7015704658,
3641.7,113.7166019481,
3641.7,113.7166019481,
3642.3,113.7665514398,
3642.3,113.7665514398,
3643.0,113.7327670791,
3643.0,113.7327670791,
3643.7,113.6814116377,
3643.7,113.6814116377,
3644.3,113.5919215780,
3644.3,113.5919215780,
3645.0,113.4544133179,
3645.0,113.4544133179,
3645.6,113.3749364909,
3645.6,113.3749364909,
3646.3,113.2351402179,
3646.3,113.2351402179,
3647.0,113.0845904945,
3647.0,113.0845904945,
3647.6,112.9611495601,
3647.6,112.9611495601,
3648.3,112.8617046379,
3648.3,112.8617046379,
3649.0,112.8066774198,
3649.0,112.8066774198,
3649.6,112.8832344396,
3649.6,112.8832344396,
3650.3,112.9197952271,
3650.3,112.9197952271,
3651.0,113.0282048703,
3651.0,113.0282048703,
3651.6,113.1423833354,
3651.6,113.1423833354,
3652.3,113.1506446392,
3652.3,113.1506446392,
3653.0,113.2294300417,
3653.0,113.2294300417,
3653.6,113.2747532070,
3653.6,113.2747532070,
3654.3,113.3171794119,
3654.3,113.3171794119,
3655.0,113.4167668821,
3655.0,113.4167668821,
3655.6,113.4636881894,
3655.6,113.4636881894,
3656.3,113.4939550399,
3656.3,113.4939550399,
3657.0,113.5950444733,
3657.0,113.5950444733,
3657.6,113.5989908415,
3657.6,113.5989908415,
