Baseline 100%T,,
Wavelength (nm),%T,
2862.0,111.9500757870,
2861.5,111.9983193800,
2861.5,111.9983193800,
2861.0,112.0075347849,
2861.0,112.0075347849,
2860.5,111.9631047325,
2860.5,111.9631047325,
2860.0,111.9533062336,
2860.0,111.9533062336,
2859.5,111.9143607987,
2859.5,111.9143607987,
2859.0,111.9338154986,
2859.0,111.9338154986,
2858.5,111.9896772661,
2858.5,111.9896772661,
2858.0,111.9430899299,
2858.0,111.9430899299,
2857.5,111.9289044613,
2857.5,111.9289044613,
2857.0,111.8942021007,
2857.0,111.8942021007,
2856.5,111.8492480682,
2856.5,111.8492480682,
2856.0,111.8675706569,
2856.0,111.8675706569,
2855.5,111.8363263821,
2855.5,111.8363263821,
2855.0,111.8251327615,
2855.0,111.8251327615,
2854.5,111.8642572871,
2854.5,111.8642572871,
2854.0,111.8316767066,
2854.0,111.8316767066,
2853.5,111.8170622320,
2853.5,111.8170622320,
2853.0,111.7768765187,
2853.0,111.7768765187,
2852.5,111.7318153182,
2852.5,111.7318153182,
2852.0,111.8013266605,
2852.0,111.8013266605,
2851.5,111.8052481173,
2851.5,111.8052481173,
2851.0,111.7898229788,
2851.0,111.7898229788,
2850.5,111.7825393306,
2850.5,111.7825393306,
2850.0,111.7431165371,
2850.0,111.7431165371,
2849.5,111.7635969752,
2849.5,111.7635969752,
2849.0,111.7958422228,
2849.0,111.7958422228,
2848.5,111.7809179318,
2848.5,111.7809179318,
2848.0,111.8204001034,
2848.0,111.8204001034,
2847.5,111.8237380745,
2847.5,111.8237380745,
2847.0,111.8284584034,
2847.0,111.8284584034,
2846.5,111.8716124719,
2846.5,111.8716124719,
2846.0,111.8371245326,
2846.0,111.8371245326,
2845.5,111.8676541401,
2845.5,111.8676541401,
2845.0,111.9246128828,
2845.0,111.9246128828,
2844.5,111.9027015029,
2844.5,111.9027015029,
2844.0,111.9239206754,
2844.0,111.9239206754,
2843.5,111.8750930370,
2843.5,111.8750930370,
2843.0,111.8404265481,
2843.0,111.8404265481,
2842.5,111.8852733820,
2842.5,111.8852733820,
2842.0,111.8701577095,
2842.0,111.8701577095,
2841.5,111.8919014700,
2841.5,111.8919014700,
2841.0,111.8682865049,
2841.0,111.8682865049,
2840.5,111.8026616107,
2840.5,111.8026616107,
2840.0,111.8197085431,
2840.0,111.8197085431,
2839.5,111.7542386797,
2839.5,111.7542386797,
2839.0,111.7312671063,
2839.0,111.7312671063,
2838.5,111.7626191218,
2838.5,111.7626191218,
2838.0,111.7216824763,
2838.0,111.7216824763,
2837.5,111.7317434364,
2837.5,111.7317434364,
2837.0,111.7361780986,
2837.0,111.7361780986,
2836.5,111.6796735325,
2836.5,111.6796735325,
2836.0,111.6922973595,
2836.0,111.6922973595,
2835.5,111.6774079671,
2835.5,111.6774079671,
2835.0,111.6964104464,
2835.0,111.6964104464,
2834.5,111.7344500256,
2834.5,111.7344500256,
2834.0,111.7245076582,
2834.0,111.7245076582,
2833.5,111.7552279649,
2833.5,111.7552279649,
2833.0,111.7938399268,
2833.0,111.7938399268,
2832.5,111.8066070902,
2832.5,111.8066070902,
2832.0,111.8673326825,
2832.0,111.8673326825,
2831.5,111.8633150127,
2831.5,111.8633150127,
2831.0,111.8743896237,
2831.0,111.8743896237,
2830.5,111.9355562558,
2830.5,111.9355562558,
2830.0,111.9112255515,
2830.0,111.9112255515,
2829.5,111.8980769048,
2829.5,111.8980769048,
2829.0,111.8972658438,
2829.0,111.8972658438,
2828.5,111.9004966836,
2828.5,111.9004966836,
2828.0,111.9514230745,
2828.0,111.9514230745,
2827.5,111.9608881584,
2827.5,111.9608881584,
2827.0,111.9121912667,
2827.0,111.9121912667,
2826.5,111.9399788436,
2826.5,111.9399788436,
2826.0,111.9243383023,
2826.0,111.9243383023,
2825.5,111.9230863850,
2825.5,111.9230863850,
2825.0,111.9329571315,
2825.0,111.9329571315,
2824.5,111.8996856050,
2824.5,111.8996856050,
2824.0,111.9316215894,
2824.0,111.9316215894,
2823.5,111.8921634908,
2823.5,111.8921634908,
2823.0,111.8268008461,
2823.0,111.8268008461,
2822.5,111.8428345267,
2822.5,111.8428345267,
2822.0,111.7846967612,
2822.0,111.7846967612,
2821.5,111.7530701457,
2821.5,111.7530701457,
2821.0,111.7681862986,
2821.0,111.7681862986,
2820.5,111.7365835245,
2820.5,111.7365835245,
2820.0,111.7362145195,
2820.0,111.7362145195,
2819.5,111.7255925163,
2819.5,111.7255925163,
2819.0,111.7150069773,
2819.0,111.7150069773,
2818.5,111.7809054667,
2818.5,111.7809054667,
2818.0,111.8032456554,
2818.0,111.8032456554,
2817.5,111.8224978340,
2817.5,111.8224978340,
2817.0,111.8922229982,
2817.0,111.8922229982,
2816.5,111.9279741265,
2816.5,111.9279741265,
2816.0,111.9847416849,
2816.0,111.9847416849,
2815.5,112.0337959246,
2815.5,112.0337959246,
2815.0,112.0393987131,
2815.0,112.0393987131,
2814.5,112.1276377717,
2814.5,112.1276377717,
2814.0,112.1431229917,
2814.0,112.1431229917,
2813.5,112.1555683134,
2813.5,112.1555683134,
2813.0,112.2057917168,
2813.0,112.2057917168,
2812.5,112.2142791742,
2812.5,112.2142791742,
2812.0,112.2511028052,
2812.0,112.2511028052,
2811.5,112.2952464297,
2811.5,112.2952464297,
2811.0,112.2975466837,
2811.0,112.2975466837,
2810.5,112.3645068600,
2810.5,112.3645068600,
2810.0,112.3455767094,
2810.0,112.3455767094,
2809.5,112.3243691310,
2809.5,112.3243691310,
2809.0,112.3683690339,
2809.0,112.3683690339,
2808.5,112.3186114267,
2808.5,112.3186114267,
2808.0,112.2685195351,
2808.0,112.2685195351,
2807.5,112.2236009088,
2807.5,112.2236009088,
2807.0,112.1668219509,
2807.0,112.1668219509,
2806.5,112.1281619576,
2806.5,112.1281619576,
2806.0,112.0501399390,
2806.0,112.0501399390,
2805.5,111.9570736033,
2805.5,111.9570736033,
2805.0,111.9512319764,
2805.0,111.9512319764,
2804.5,111.9072792585,
2804.5,111.9072792585,
2804.0,111.9107599773,
2804.0,111.9107599773,
2803.5,111.9211077328,
2803.5,111.9211077328,
2803.0,111.9148849487,
2803.0,111.9148849487,
2802.5,111.9661329047,
2802.5,111.9661329047,
2802.0,112.0267510321,
2802.0,112.0267510321,
2801.5,112.1128201710,
2801.5,112.1128201710,
2801.0,112.2206687705,
2801.0,112.2206687705,
2800.5,112.2902752283,
2800.5,112.2902752283,
2800.0,112.3423696350,
2800.0,112.3423696350,
2799.5,112.4056096227,
2799.5,112.4056096227,
2799.0,112.4216915794,
2799.0,112.4216915794,
2798.5,112.4335052477,
2798.5,112.4335052477,
2798.0,112.4642970219,
2798.0,112.4642970219,
2797.5,112.4803661478,
2797.5,112.4803661478,
2797.0,112.5223992677,
2797.0,112.5223992677,
2796.5,112.5070575820,
2796.5,112.5070575820,
2796.0,112.5079155279,
2796.0,112.5079155279,
2795.5,112.5593780793,
2795.5,112.5593780793,
2795.0,112.4904992896,
2795.0,112.4904992896,
2794.5,112.5034097057,
2794.5,112.5034097057,
2794.0,112.5241163612,
2794.0,112.5241163612,
2793.5,112.4927398569,
2793.5,112.4927398569,
2793.0,112.5164268023,
2793.0,112.5164268023,
2792.5,112.4891879698,
2792.5,112.4891879698,
2792.0,112.4686478853,
2792.0,112.4686478853,
2791.5,112.4975086928,
2791.5,112.4975086928,
2791.0,112.4708175920,
2791.0,112.4708175920,
2790.5,112.4473813851,
2790.5,112.4473813851,
2790.0,112.4045605875,
2790.0,112.4045605875,
2789.5,112.3435260215,
2789.5,112.3435260215,
2789.0,112.3430017911,
2789.0,112.3430017911,
2788.5,112.3273492621,
2788.5,112.3273492621,
2788.0,112.3083232556,
2788.0,112.3083232556,
2787.5,112.3988508370,
2787.5,112.3988508370,
2787.0,112.4526855779,
2787.0,112.4526855779,
2786.5,112.5236868451,
2786.5,112.5236868451,
2786.0,112.6296641567,
2786.0,112.6296641567,
2785.5,112.6409885521,
2785.5,112.6409885521,
2785.0,112.7426025259,
2785.0,112.7426025259,
2784.5,112.8220435102,
2784.5,112.8220435102,
2784.0,112.7990846609,
2784.0,112.7990846609,
2783.5,112.8364321850,
2783.5,112.8364321850,
2783.0,112.8462557088,
2783.0,112.8462557088,
2782.5,112.8229503075,
2782.5,112.8229503075,
2782.0,112.8283138303,
2782.0,112.8283138303,
2781.5,112.7977726476,
2781.5,112.7977726476,
2781.0,112.8059149274,
2781.0,112.8059149274,
2780.5,112.7915862600,
2780.5,112.7915862600,
2780.0,112.7371550776,
2780.0,112.7371550776,
2779.5,112.7736927358,
2779.5,112.7736927358,
2779.0,112.7536539274,
2779.0,112.7536539274,
2778.5,112.7368572306,
2778.5,112.7368572306,
2778.0,112.8223541636,
2778.0,112.8223541636,
2777.5,112.8212567205,
2777.5,112.8212567205,
2777.0,112.8536822379,
2777.0,112.8536822379,
2776.5,112.8843905815,
2776.5,112.8843905815,
2776.0,112.8567577286,
2776.0,112.8567577286,
2775.5,112.9108902403,
2775.5,112.9108902403,
2775.0,112.9216791761,
2775.0,112.9216791761,
2774.5,112.9044051695,
2774.5,112.9044051695,
2774.0,112.9033689103,
2774.0,112.9033689103,
2773.5,112.8167393156,
2773.5,112.8167393156,
2773.0,112.7630475521,
2773.0,112.7630475521,
2772.5,112.7560022615,
2772.5,112.7560022615,
2772.0,112.6865981428,
2772.0,112.6865981428,
2771.5,112.7031920684,
2771.5,112.7031920684,
2771.0,112.6994488942,
2771.0,112.6994488942,
2770.5,112.7205609842,
2770.5,112.7205609842,
2770.0,112.7768395693,
2770.0,112.7768395693,
2769.5,112.7709155079,
2769.5,112.7709155079,
2769.0,112.8098967801,
2769.0,112.8098967801,
2768.5,112.9019859558,
2768.5,112.9019859558,
2768.0,112.9177088739,
2768.0,112.9177088739,
2767.5,112.9368904291,
2767.5,112.9368904291,
2767.0,112.9519458045,
2767.0,112.9519458045,
2766.5,112.9490372677,
2766.5,112.9490372677,
2766.0,113.0020023981,
2766.0,113.0020023981,
2765.5,113.0182627461,
2765.5,113.0182627461,
2765.0,113.0122785024,
2765.0,113.0122785024,
2764.5,113.1217482404,
2764.5,113.1217482404,
2764.0,113.1437061515,
2764.0,113.1437061515,
2763.5,113.1816269892,
2763.5,113.1816269892,
2763.0,113.2268785720,
2763.0,113.2268785720,
2762.5,113.2486577490,
2762.5,113.2486577490,
2762.0,113.3190272224,
2762.0,113.3190272224,
2761.5,113.4052399787,
2761.5,113.4052399787,
2761.0,113.4355428056,
2761.0,113.4355428056,
2760.5,113.4830471799,
2760.5,113.4830471799,
2760.0,113.4750487494,
2760.0,113.4750487494,
2759.5,113.3959173613,
2759.5,113.3959173613,
2759.0,113.3345486517,
2759.0,113.3345486517,
2758.5,113.2077332198,
2758.5,113.2077332198,
2758.0,113.0890254963,
2758.0,113.0890254963,
2757.5,112.9508974834,
2757.5,112.9508974834,
2757.0,112.7730010834,
2757.0,112.7730010834,
2756.5,112.7015824487,
2756.5,112.7015824487,
2756.0,112.6074553728,
2756.0,112.6074553728,
2755.5,112.5437494625,
2755.5,112.5437494625,
2755.0,112.6098277063,
2755.0,112.6098277063,
2754.5,112.6049517262,
2754.5,112.6049517262,
2754.0,112.6591084116,
2754.0,112.6591084116,
2753.5,112.7682921519,
2753.5,112.7682921519,
2753.0,112.7938028321,
2753.0,112.7938028321,
2752.5,112.9385353776,
2752.5,112.9385353776,
2752.0,113.0599499036,
2752.0,113.0599499036,
2751.5,113.0724193773,
2751.5,113.0724193773,
2751.0,113.1821512498,
2751.0,113.1821512498,
2750.5,113.2300973002,
2750.5,113.2300973002,
2750.0,113.2857440504,
2750.0,113.2857440504,
2749.5,113.4267090362,
2749.5,113.4267090362,
2749.0,113.4674664817,
2749.0,113.4674664817,
2748.5,113.5506148905,
2748.5,113.5506148905,
2748.0,113.6281368343,
2748.0,113.6281368343,
2747.5,113.6358263399,
2747.5,113.6358263399,
2747.0,113.6724826673,
2747.0,113.6724826673,
2746.5,113.7015704658,
2746.5,113.7015704658,
2746.0,113.7166019481,
2746.0,113.7166019481,
2745.5,113.7665514398,
2745.5,113.7665514398,
2745.0,113.7327670791,
2745.0,113.7327670791,
2744.5,113.6814116377,
2744.5,113.6814116377,
2744.0,113.5919215780,
2744.0,113.5919215780,
2743.5,113.4544133179,
2743.5,113.4544133179,
2743.0,113.3749364909,
2743.0,113.3749364909,
2742.5,113.2351402179,
2742.5,113.2351402179,
2742.0,113.0845904945,
2742.0,113.0845904945,
2741.5,112.9611495601,
2741.5,112.9611495601,
2741.0,112.8617046379,
2741.0,112.8617046379,
2740.5,112.8066774198,
2740.5,112.8066774198,
2740.0,112.8832344396,
2740.0,112.8832344396,
2739.5,112.9197952271,
2739.5,112.9197952271,
2739.0,113.0282048703,
2739.0,113.0282048703,
2738.5,113.1423833354,
2738.5,113.1423833354,
2738.0,113.1506446392,
2738.0,113.1506446392,
2737.5,113.2294300417,
2737.5,113.2294300417,
2737.0,113.2747532070,
2737.0,113.2747532070,
2736.5,113.3171794119,
2736.5,113.3171794119,
2736.0,113.4167668821,
2736.0,113.4167668821,
2735.5,113.4636881894,
2735.5,113.4636881894,
2735.0,113.4939550399,
2735.0,113.4939550399,
2734.5,113.5950444733,
2734.5,113.5950444733,
2734.0,113.5989908415,
2734.0,113.5989908415,
2733.5,113.6767622846,
2733.5,113.6767622846,
2733.0,113.7700441185,
